metric,value
threshold,0.5
accuracy,0.943089430894309
roc_auc,0.9815384615384615
pr_auc_ap,0.951116142507484
precision,0.8938053097345132
recall,0.8632478632478633
f1,0.8782608695652174
balanced_accuracy,0.9156239316239316
