country_code,year,BCA_NGDPD,GGXONLB_NGDP,GGXWDG_NGDP,LP,LUR,NGDPD,NGDP_RPCH,PCPIPCH,external_default_1,external_default_2,domestic_default,currency_crisis,inflation_crisis,sovereign_crisis
CHN,2001,1.288,-1.848,24.252,1276.27,,1351.372,8.319,0.73,0,0,0,0,0,0
CHN,2002,2.383,-2.292,25.553,1284.53,,1486.618,9.214,-0.772,0,0,0,0,0,0
CHN,2003,2.561,-1.667,26.418,1292.27,,1680.942,10.121,1.144,0,0,0,0,0,0
CHN,2004,3.484,-1.026,26.0,1299.88,,1978.937,10.115,3.904,0,0,0,0,0,0
CHN,2005,5.692,-0.952,25.91,1307.56,,2325.515,11.437,1.815,0,0,0,0,0,0
CHN,2006,8.288,-0.689,25.174,1314.48,,2797.286,12.665,1.493,0,0,0,0,0,0
CHN,2007,9.777,0.441,28.708,1321.29,,3612.21,14.154,4.746,0,0,0,0,0,0
CHN,2008,9.038,0.379,26.715,1328.02,,4653.314,9.638,5.866,0,0,0,0,0,0
CHN,2009,4.7,-1.3,33.985,1334.5,,5176.18,9.445,-0.701,0,0,0,0,0,0
CHN,2010,3.874,0.088,33.343,1340.91,,6138.992,10.587,3.336,0,0,0,0,0,0
CHN,2011,1.785,0.388,33.184,1349.16,,7624.861,9.451,5.397,0,0,0,0,0,0
CHN,2012,2.481,0.184,33.825,1359.22,,8682.939,7.848,2.62,0,0,0,0,0,0
CHN,2013,1.515,-0.318,36.438,1367.26,,9782.784,7.771,2.655,0,0,0,0,0,0
CHN,2014,2.206,-0.126,39.308,1376.46,,10701.415,7.491,1.961,0,0,0,0,0,0
CHN,2015,2.591,-1.996,40.782,1383.26,,11307.226,7.018,1.462,0,0,0,0,0,0
CHN,2016,1.671,-2.659,49.72,1392.32,,11448.003,6.776,2.004,0,0,0,1,0,0
CIV,1980,-13.162,,,7.864,,13.877,5.196,8.81,0,0,0,0,0,0
CIV,1981,-12.271,,,8.043,,11.502,3.498,8.682,0,0,0,0,0,0
CIV,1982,-9.846,,,8.355,,10.32,0.2,7.389,0,0,0,0,0,0
CIV,1983,-9.973,,,8.779,,9.312,-2.5,5.879,1,1,0,0,0,1
CIV,1984,-0.784,,,9.025,,9.284,-2.0,4.281,1,1,0,0,0,1
CIV,1985,0.717,,,9.374,,9.47,3.6,1.753,1,1,0,0,0,1
CIV,1986,-2.349,,,9.742,,12.675,4.8,6.837,1,1,0,0,0,1
CIV,1987,-6.944,,,10.12,,13.944,-0.5,6.978,1,1,0,0,0,1
CIV,1988,-8.791,,,10.214,,14.092,1.14,6.935,1,1,0,0,0,1
CIV,1989,-7.165,,,10.63,,13.487,2.95,0.986,1,1,0,0,0,1
CIV,1990,-8.136,,,11.064,,14.923,-1.09,-0.658,1,1,0,0,0,1
CIV,1991,-7.405,,,11.508,,14.504,0.04,1.575,1,1,0,0,0,1
CIV,1992,-6.569,,,11.961,,15.416,-0.25,4.218,1,1,0,0,0,1
CIV,1993,-5.84,,,13.142,,15.268,-0.18,2.13,1,1,0,0,0,1
CIV,1994,-0.12,,,13.536,,11.492,0.171,25.956,1,1,0,1,1,1
CIV,1995,-3.239,,,13.929,,15.205,5.572,14.1,1,1,0,0,0,1
CIV,1996,-0.967,,,14.324,,16.78,8.136,2.7,1,1,0,0,0,1
CIV,1997,-0.955,2.457,84.182,14.836,,16.203,5.723,6.301,1,1,0,0,0,1
CIV,1998,-1.665,2.087,75.16,15.367,,17.433,4.931,4.503,1,1,0,0,0,1
CIV,1999,-0.698,1.567,78.018,15.806,,17.114,1.618,0.744,0,0,0,0,0,0
CIV,2000,-1.625,2.091,73.987,16.258,,14.851,-2.068,2.534,1,1,0,0,0,1
CIV,2001,-0.396,2.989,71.172,16.723,,15.485,0.121,4.355,1,1,0,0,0,1
CIV,2002,4.48,1.422,62.982,17.201,,17.148,-1.668,3.08,1,1,0,0,0,1
CIV,2003,1.387,0.155,56.381,17.693,,21.206,-1.36,3.297,1,1,0,0,0,1
CIV,2004,1.051,0.463,56.718,18.199,,22.924,1.232,1.459,1,1,0,0,0,1
CIV,2005,0.168,0.4,58.164,18.719,,23.626,1.721,3.884,1,1,0,0,0,1
CIV,2006,1.947,0.225,57.471,19.254,,24.628,1.516,2.466,1,1,0,0,0,1
CIV,2007,-0.494,0.845,53.533,19.805,,28.158,1.765,1.896,1,1,0,0,0,1
CIV,2008,1.349,1.045,51.24,20.371,,33.621,2.543,1.706,1,1,0,0,0,1
CIV,2009,4.82,0.062,46.476,20.954,,33.693,3.251,0.518,1,1,0,0,0,1
CIV,2010,1.35,-0.195,45.612,21.553,,34.431,2.018,1.751,1,1,0,0,0,1
CIV,2011,7.504,-1.579,50.028,22.169,,35.529,-4.857,4.895,1,1,0,0,0,1
CIV,2012,-0.866,-1.044,24.693,22.803,,37.03,10.864,1.3,1,1,0,0,0,1
CIV,2013,-0.978,-0.615,24.624,23.455,,43.228,9.272,2.584,0,0,0,0,0,0
CIV,2014,1.045,-0.683,26.71,24.126,,48.882,8.794,0.515,0,0,0,0,0,0
CIV,2015,-0.44,-0.944,29.172,24.816,,45.815,8.843,1.055,0,0,0,0,0,0
CIV,2016,-0.856,-1.723,31.118,25.525,,48.408,7.172,0.763,0,0,0,0,0,0
COL,1980,-0.032,,,27.639,5.429,46.501,4.429,25.932,0,0,0,1,1,0
COL,1981,-3.399,,,28.255,6.561,50.661,2.277,27.393,0,0,0,1,1,0
COL,1982,-5.318,,,28.875,7.1,54.252,0.948,24.86,0,0,0,1,1,0
COL,1983,-5.241,,,29.498,8.694,53.92,1.574,19.526,0,0,0,1,0,0
COL,1984,-3.921,,,30.124,8.986,53.257,3.351,16.283,0,0,0,1,0,0
COL,1985,-3.285,,,29.921,8.742,48.581,3.107,23.906,0,0,0,1,1,0
COL,1986,1.1,,,30.541,7.654,48.648,5.824,18.848,0,0,0,1,0,0
COL,1987,-0.041,,,31.181,7.361,50.64,5.369,23.334,0,0,0,1,1,0
COL,1988,-0.394,,,31.834,6.451,54.592,4.064,28.1,0,0,0,1,1,0
COL,1989,-0.366,1.139,,32.494,6.792,55.048,3.414,25.935,0,0,0,1,1,0
COL,1990,0.97,2.396,,33.156,6.637,56.071,4.282,29.115,0,0,0,1,1,0
COL,1991,4.05,3.387,,33.845,6.377,57.954,2.372,30.318,0,0,0,1,1,0
COL,1992,1.277,2.665,,34.522,5.935,68.579,4.353,27.02,0,0,0,0,1,0
COL,1993,-2.857,2.084,,35.181,5.038,77.721,5.71,22.449,0,0,0,0,1,0
COL,1994,-3.759,1.719,,35.817,4.914,97.665,5.147,22.851,0,0,0,0,1,0
COL,1995,-4.16,0.928,,36.426,5.649,110.564,5.202,20.884,0,0,0,1,1,0
COL,1996,-3.997,-0.215,23.286,37.019,7.8,116.13,2.056,20.803,0,0,0,0,1,0
COL,1997,-4.511,-1.065,25.263,37.505,7.9,127.49,3.43,18.476,0,0,0,1,0,0
COL,1998,-4.126,-1.072,27.453,38.088,9.7,117.725,0.57,18.65,0,0,0,1,0,0
COL,1999,0.65,-2.213,33.982,38.573,13.1,103.132,-4.204,10.876,0,0,0,1,0,0
COL,2000,0.852,0.776,37.988,39.152,13.325,99.27,2.925,9.218,0,0,0,1,0,0
COL,2001,-1.066,1.505,41.095,39.656,14.975,97.606,1.678,7.958,0,0,0,0,0,0
COL,2002,-1.324,0.295,47.545,40.156,15.583,97.353,2.504,6.35,0,0,0,1,0,0
COL,2003,-0.969,1.289,45.04,40.661,14.108,94.072,3.918,7.12,0,0,0,0,0,0
COL,2004,-0.666,1.387,41.482,41.166,13.667,116.382,5.333,5.906,0,0,0,0,0,0
COL,2005,-1.338,2.062,38.532,41.672,11.808,145.601,4.447,5.048,0,0,0,0,0,0
COL,2006,-1.849,1.692,35.969,42.17,12.042,161.793,6.717,4.303,0,0,0,0,0,0
COL,2007,-2.982,1.846,32.663,42.659,11.192,206.23,6.738,5.543,0,0,0,0,0,0
COL,2008,-2.679,2.2,32.382,43.134,11.25,242.504,3.283,7.001,0,0,0,0,0,0
COL,2009,-1.907,-1.052,35.387,43.609,12.208,232.469,1.14,4.193,0,0,0,0,0,0
COL,2010,-2.996,-1.252,36.497,44.086,11.992,286.499,4.494,2.268,0,0,0,0,0,0
COL,2011,-2.906,0.089,35.783,44.553,11.05,334.966,6.948,3.415,0,0,0,0,0,0
COL,2012,-3.14,1.821,33.967,45.002,10.617,370.691,3.913,3.174,0,0,0,0,0,0
COL,2013,-3.236,0.947,37.592,45.435,9.883,382.094,5.134,2.022,0,0,0,0,0,0
COL,2014,-5.198,-0.161,43.319,45.866,9.4,381.241,4.499,2.905,0,0,0,1,0,0
COL,2015,-6.372,-1.715,50.375,46.314,9.2,293.493,2.956,4.991,0,0,0,1,0,0
COL,2016,-4.452,-0.351,49.904,46.83,9.55,282.72,2.087,7.507,0,0,0,1,0,0
CRI,1980,-13.658,,,2.302,5.921,4.854,0.752,18.121,0,0,0,0,0,0
CRI,1981,-15.932,,,2.372,8.766,2.636,-2.26,36.806,1,1,0,1,1,1
CRI,1982,-9.164,,,2.443,9.405,2.619,-7.285,90.271,1,1,0,0,1,1
CRI,1983,-8.951,,,2.514,9.231,3.162,2.859,32.503,1,1,0,0,1,1
CRI,1984,-4.242,,,2.588,5.361,3.678,8.028,12.013,1,1,0,0,0,1
CRI,1985,-3.298,,,2.666,6.846,3.941,0.722,15.129,1,1,0,0,0,1
CRI,1986,-1.672,,,2.746,6.229,4.425,5.536,11.788,1,1,0,0,0,1
CRI,1987,-5.029,,,2.824,5.577,4.554,4.765,16.806,1,1,0,1,0,1
CRI,1988,-3.462,,,2.901,5.461,4.636,3.432,20.845,1,1,0,0,1,1
CRI,1989,-7.158,,,2.977,3.774,5.25,5.666,16.491,1,1,0,0,0,1
CRI,1990,-7.796,-1.082,,3.051,4.642,5.737,3.6,19.069,1,1,0,0,0,1
CRI,1991,-3.108,0.832,,3.122,5.5,7.197,2.263,20.195,0,0,0,1,1,0
CRI,1992,-4.771,1.351,,3.191,4.1,8.566,9.201,21.788,0,0,0,0,1,0
CRI,1993,-7.202,0.921,,3.275,4.1,9.586,7.097,9.781,0,0,0,0,0,0
CRI,1994,-4.893,-2.214,,3.373,4.2,10.489,4.519,13.534,0,0,0,0,0,0
CRI,1995,-3.222,0.856,,3.47,5.2,11.578,4.154,23.186,0,0,0,1,1,0
CRI,1996,-2.357,0.597,33.685,3.565,6.2,11.683,1.35,17.512,0,0,0,0,0,0
CRI,1997,-3.642,0.872,30.559,3.657,5.7,12.618,5.476,13.248,0,0,0,0,0,0
CRI,1998,-3.584,0.761,40.691,3.747,5.6,13.688,7.155,11.66,0,0,0,0,0,0
CRI,1999,-4.865,1.581,38.984,3.838,6.022,14.259,4.215,10.045,0,0,0,0,0,0
CRI,2000,-4.559,0.529,38.85,3.81,5.193,15.016,3.869,10.961,0,0,0,0,0,0
CRI,2001,-3.218,1.088,39.644,3.953,6.072,15.979,3.491,11.256,0,0,0,0,0,0
CRI,2002,-5.186,0.002,41.438,4.022,6.403,16.584,3.417,9.167,0,0,0,0,0,0
CRI,2003,-5.208,1.416,40.566,4.086,6.668,17.277,4.317,9.448,0,0,0,0,0,0
CRI,2004,-3.626,1.361,41.002,4.152,6.495,18.615,4.425,12.315,0,0,0,0,0,0
CRI,2005,-4.29,2.021,37.321,4.215,6.63,20.049,3.977,13.798,0,0,0,0,0,0
CRI,2006,-4.132,2.718,33.037,4.279,5.962,22.717,7.327,11.471,0,0,0,0,0,0
CRI,2007,-5.575,3.58,26.975,4.34,4.597,26.885,8.215,9.357,0,0,0,0,0,0
CRI,2008,-8.378,2.281,24.007,4.404,4.948,30.802,4.738,13.425,0,0,0,0,0,0
CRI,2009,-1.823,-1.208,26.026,4.469,7.822,30.746,-0.873,7.843,0,0,0,0,0,0
CRI,2010,-3.224,-2.928,28.09,4.554,9.213,37.656,5.36,5.663,0,0,0,0,0,0
CRI,2011,-5.297,-1.831,29.513,4.613,10.492,42.762,4.403,4.878,0,0,0,0,0,0
CRI,2012,-5.105,-2.229,33.741,4.673,9.849,47.231,4.883,4.496,0,0,0,0,0,0
CRI,2013,-4.772,-2.766,35.076,4.733,8.311,50.949,2.495,5.231,0,0,0,0,0,0
CRI,2014,-4.716,-2.967,37.436,4.793,9.658,52.017,3.542,4.519,0,0,0,0,0,0
CRI,2015,-3.404,-2.871,39.786,4.851,9.604,56.442,3.652,0.802,0,0,0,0,0,0
CRI,2016,-2.137,-2.366,44.056,4.909,9.541,58.847,4.204,-0.017,0,0,0,0,0,0
DEU,1980,-1.776,,,76.843,3.359,856.833,1.272,5.447,0,0,0,0,0,0
DEU,1981,-0.681,,,76.988,4.831,720.895,0.11,6.324,0,0,0,0,0,0
DEU,1982,0.863,,,76.933,6.734,696.088,-0.788,5.256,0,0,0,0,0,0
DEU,1983,0.664,,,76.664,8.099,694.447,1.555,3.284,0,0,0,0,0,0
DEU,1984,1.418,,,76.355,8.058,654.289,2.826,2.396,0,0,0,1,0,0
DEU,1985,2.652,,,76.166,8.124,663.459,2.192,2.084,0,0,0,0,0,0
DEU,1986,4.009,,,76.219,7.834,947.583,2.417,-0.125,0,0,0,0,0,0
DEU,1987,3.695,,,76.233,7.843,1179.165,1.469,0.242,0,0,0,0,0,0
DEU,1988,4.301,,,76.697,7.735,1271.263,3.736,1.274,0,0,0,0,0,0
DEU,1989,4.672,,,77.463,6.79,1262.0,3.913,2.778,0,0,0,0,0,0
DEU,1990,3.12,,,78.949,6.155,1604.497,5.723,2.687,0,0,0,0,0,0
DEU,1991,-1.194,-0.986,39.015,79.973,5.47,1882.489,5.011,3.474,0,0,0,0,0,0
DEU,1992,-0.983,-0.021,41.425,80.5,6.592,2146.14,2.017,5.046,0,0,0,0,0,0
DEU,1993,-0.781,-0.403,45.086,80.947,7.775,2080.092,-0.98,4.476,0,0,0,0,0,0
DEU,1994,-1.31,0.337,47.467,81.148,8.425,2220.165,2.597,2.717,0,0,0,0,0,0
DEU,1995,-1.069,-6.349,54.893,81.308,8.233,2595.269,1.512,1.733,0,0,0,0,0,0
DEU,1996,-0.485,-0.585,57.721,81.467,8.908,2507.448,1.031,1.274,0,0,0,0,0,0
DEU,1997,-0.344,-0.001,58.826,81.51,9.658,2221.504,1.854,1.507,0,0,0,1,0,0
DEU,1998,-0.498,0.385,59.438,81.446,9.383,2250.847,2.102,0.596,0,0,0,0,0,0
DEU,1999,-1.157,0.925,60.349,81.423,8.558,2216.072,2.127,0.647,0,0,0,1,0,0
DEU,2000,-1.524,1.06,59.239,81.457,7.95,1967.85,2.879,1.413,0,0,0,0,0,0
DEU,2001,-0.173,-0.524,58.062,81.518,7.8,1966.395,1.64,1.9,0,0,0,0,0,0
DEU,2002,1.954,-1.457,59.823,81.579,8.6,2100.865,-0.234,1.326,0,0,0,0,0,0
DEU,2003,1.499,-1.211,63.344,81.549,9.708,2534.081,-0.53,1.074,0,0,0,0,0,0
DEU,2004,4.514,-0.9,64.965,81.457,10.333,2851.023,1.165,1.78,0,0,0,0,0,0
DEU,2005,4.651,-0.929,67.12,81.338,11.008,2894.992,0.889,1.928,0,0,0,1,0,0
DEU,2006,5.81,0.628,66.397,81.174,10.042,3046.47,3.857,1.775,0,0,0,0,0,0
DEU,2007,6.672,2.554,63.687,80.993,8.542,3484.467,2.892,2.271,0,0,0,0,0,0
DEU,2008,5.601,2.07,65.17,80.765,7.425,3807.781,0.888,2.754,0,0,0,0,0,0
DEU,2009,5.806,-0.831,72.362,80.484,7.342,3474.768,-5.55,0.246,0,0,0,0,0,0
DEU,2010,5.744,-2.289,81.034,80.285,6.575,3469.925,4.144,1.119,0,0,0,0,0,0
DEU,2011,6.292,1.156,78.484,80.276,5.525,3822.903,3.758,2.482,0,0,0,0,0,0
DEU,2012,7.19,1.781,79.835,80.386,5.083,3598.761,0.466,2.159,0,0,0,0,0,0
DEU,2013,6.71,1.555,77.457,80.518,4.942,3807.079,0.395,1.607,0,0,0,0,0,0
DEU,2014,7.235,1.96,74.538,80.759,4.708,3965.893,2.177,0.769,0,0,0,0,0,0
DEU,2015,8.101,1.996,71.184,81.347,4.358,3425.446,1.663,0.68,0,0,0,0,0,0
DEU,2016,8.909,2.066,68.301,81.867,3.9,3535.812,2.217,0.367,0,0,0,0,0,0
DNK,1980,-3.374,-2.416,,5.122,5.177,70.811,-0.744,11.339,0,0,0,0,0,0
DNK,1981,-3.051,-4.254,,5.124,6.98,61.46,-0.741,11.718,0,0,0,0,0,0
DNK,1982,-3.76,-5.953,,5.119,7.466,60.084,3.891,10.146,0,0,0,0,0,0
DNK,1983,-2.29,-1.422,,5.116,8.375,60.331,2.65,6.835,0,0,0,0,0,0
DNK,1984,-2.919,1.968,,5.112,7.925,58.869,4.34,6.343,0,0,0,0,0,0
DNK,1985,-4.431,5.068,,5.111,6.617,62.452,4.152,4.662,0,0,0,0,0,0
DNK,1986,-5.117,7.128,,5.116,4.983,87.749,4.736,3.718,0,0,0,0,0,0
DNK,1987,-2.749,6.568,,5.125,5.0,109.183,0.465,3.979,0,0,0,0,0,0
DNK,1988,-1.16,4.352,,5.129,5.658,115.54,0.271,4.525,0,0,0,0,0,0
DNK,1989,-0.995,2.614,,5.13,6.825,112.312,0.696,4.78,0,0,0,0,0,0
DNK,1990,0.992,2.357,,5.135,7.167,138.219,1.665,2.648,0,0,0,0,0,0
DNK,1991,1.425,1.186,,5.146,7.867,139.182,1.457,2.167,0,0,0,0,0,0
DNK,1992,2.745,0.592,66.748,5.162,8.608,152.966,2.024,1.944,0,0,0,0,0,0
DNK,1993,3.376,-0.159,78.673,5.181,9.533,143.11,-0.08,0.872,0,0,0,0,0,0
DNK,1994,2.044,-0.502,75.307,5.197,7.733,156.019,5.292,1.841,0,0,0,0,0,0
DNK,1995,1.003,0.14,71.454,5.216,6.758,184.85,3.039,2.038,0,0,0,0,0,0
DNK,1996,1.648,0.76,68.316,5.251,6.317,187.482,2.9,2.092,0,0,0,0,0,0
DNK,1997,1.315,1.969,64.388,5.275,5.242,173.242,3.166,1.933,0,0,0,0,0,0
DNK,1998,-0.149,2.709,60.319,5.295,4.883,176.876,2.324,1.314,0,0,0,0,0,0
DNK,1999,2.53,3.847,56.789,5.314,5.108,177.887,2.971,2.041,0,0,0,0,0,0
DNK,2000,1.991,4.204,53.553,5.33,4.317,164.043,3.72,2.751,0,0,0,0,0,0
DNK,2001,3.644,2.894,50.096,5.349,4.508,164.881,0.954,2.269,0,0,0,0,0,0
DNK,2002,2.997,2.02,50.32,5.368,4.642,178.788,0.454,2.397,0,0,0,0,0,0
DNK,2003,3.925,1.65,48.162,5.384,5.433,218.422,0.441,1.961,0,0,0,0,0,0
DNK,2004,4.035,3.423,46.215,5.398,5.517,251.988,2.778,0.937,0,0,0,0,0,0
DNK,2005,4.052,6.059,39.36,5.411,4.8,265.15,2.357,1.726,0,0,0,0,0,0
DNK,2006,3.18,5.868,33.191,5.427,3.9,283.387,3.82,1.844,0,0,0,0,0,0
DNK,2007,1.292,5.619,29.483,5.447,3.617,320.213,0.987,1.657,0,0,0,0,0,0
DNK,2008,2.865,3.429,35.539,5.476,2.65,354.977,-0.417,3.638,0,0,0,0,0,0
DNK,2009,3.586,-2.532,43.049,5.511,4.833,322.621,-4.978,1.042,0,0,0,0,0,0
DNK,2010,6.415,-2.143,46.123,5.535,6.058,322.346,1.584,2.198,0,0,0,0,0,0
DNK,2011,6.346,-1.406,49.986,5.561,5.95,344.316,1.313,2.656,0,0,0,0,0,0
DNK,2012,6.064,-2.934,48.711,5.581,6.075,326.793,-0.005,2.354,0,0,0,0,0,0
DNK,2013,7.368,-0.755,47.77,5.603,5.758,344.631,1.393,0.522,0,0,0,0,0,0
DNK,2014,8.402,1.67,48.712,5.627,4.992,352.833,1.278,0.352,0,0,0,0,0,0
DNK,2015,7.957,-0.511,44.55,5.66,4.542,301.759,2.101,0.226,0,0,0,0,0,0
DNK,2016,7.088,0.491,41.692,5.707,4.125,312.182,3.076,0.017,0,0,0,0,0,0
DOM,1980,-8.302,,,5.652,,8.672,7.969,21.664,0,0,0,0,1,0
DOM,1981,-4.015,,,5.781,,9.698,4.279,7.523,0,0,1,0,0,1
DOM,1982,-4.842,,,5.916,,9.141,1.7,7.643,1,1,1,0,0,1
DOM,1983,-4.417,,,6.056,,9.461,4.628,5.629,1,1,1,0,0,1
DOM,1984,-1.099,,,6.202,,14.87,1.253,20.152,1,1,1,0,1,1
DOM,1985,-1.656,,,6.353,,6.496,-2.123,45.336,1,1,1,0,1,1
DOM,1986,-2.324,,,6.509,,7.891,3.522,7.639,1,1,1,0,0,1
DOM,1987,-4.384,,,6.669,,8.305,10.117,13.551,1,1,1,0,0,1
DOM,1988,-0.249,,,6.828,,7.605,2.156,43.864,1,1,1,0,1,1
DOM,1989,-3.81,,,6.979,,8.589,4.401,40.658,1,1,1,0,1,1
DOM,1990,-3.497,,,7.118,,7.995,-5.454,50.463,1,1,1,0,1,1
DOM,1991,-1.591,,,7.242,9.237,9.887,0.945,47.079,1,1,1,0,1,1
DOM,1992,-6.1,,,7.375,9.537,11.605,11.237,4.259,1,1,1,0,0,1
DOM,1993,-4.074,,,7.511,9.337,13.081,7.367,5.25,1,1,1,0,0,1
DOM,1994,-1.932,,,7.642,7.387,14.645,2.594,8.261,1,1,1,0,0,1
DOM,1995,-1.099,,,7.771,7.287,16.637,5.7,12.536,0,0,1,0,0,1
DOM,1996,-1.166,,,7.897,7.537,18.242,5.961,5.399,0,0,1,0,0,1
DOM,1997,-0.814,0.088,13.848,8.023,7.187,20.017,8.9,8.297,0,0,1,0,0,1
DOM,1998,-1.561,0.353,13.249,8.152,7.387,21.672,6.706,4.832,0,0,1,0,0,1
DOM,1999,-1.939,-0.122,15.977,8.276,6.287,22.137,5.957,6.471,0,0,1,0,0,1
DOM,2000,-4.223,-0.111,16.707,8.398,8.05,24.306,4.652,7.723,0,0,1,0,0,1
DOM,2001,-2.894,0.048,20.351,8.513,9.083,25.602,2.469,8.884,0,0,1,0,0,1
DOM,2002,-2.928,-1.183,21.487,8.628,8.479,27.249,4.487,5.223,0,0,0,0,0,0
DOM,2003,4.815,-2.622,48.15,8.745,8.674,21.518,-1.349,27.45,0,0,0,0,1,0
DOM,2004,4.628,-1.826,34.346,8.858,7.879,22.506,2.586,51.461,0,0,0,0,1,0
DOM,2005,-1.316,0.515,38.322,8.968,8.237,35.948,9.432,4.19,1,1,0,0,0,1
DOM,2006,-3.388,-0.401,36.022,9.071,7.075,37.998,9.171,7.573,0,0,0,0,0,0
DOM,2007,-4.916,1.402,32.907,9.174,6.452,44.067,7.418,6.144,0,0,0,0,0,0
DOM,2008,-9.382,-1.91,33.629,9.28,5.959,48.174,3.268,10.644,0,0,0,0,0,0
DOM,2009,-4.77,-1.054,36.763,9.38,6.835,48.281,1.003,1.442,0,0,0,0,0,0
DOM,2010,-7.47,-1.136,37.352,9.479,6.52,53.862,8.401,6.33,0,0,0,0,0,0
DOM,2011,-7.514,-1.037,39.108,9.58,7.613,58.006,3.192,8.459,0,0,0,0,0,0
DOM,2012,-6.549,-4.391,42.404,9.681,8.407,60.627,2.776,3.694,0,0,0,0,0,0
DOM,2013,-4.1,-2.183,46.809,9.785,9.196,62.631,4.935,4.831,0,0,0,0,0,0
DOM,2014,-3.234,-0.4,45.022,9.883,8.538,67.098,7.111,2.999,0,0,0,0,0,0
DOM,2015,-1.802,2.287,44.812,9.98,7.328,71.056,6.988,0.837,0,0,0,0,0,0
DOM,2016,-1.077,-0.572,46.685,10.075,7.08,75.625,6.72,1.614,0,0,0,0,0,0
DZA,1980,0.526,,,18.666,15.789,45.957,-5.4,9.668,0,0,0,0,0,0
DZA,1981,-0.435,,,19.246,15.385,48.156,3.0,14.61,0,0,0,0,0,0
DZA,1982,-0.897,,,19.864,15.0,48.599,6.4,6.593,0,0,0,0,0,0
DZA,1983,-0.165,,,20.516,14.286,51.582,5.4,7.835,0,0,0,0,0,0
DZA,1984,0.133,,,21.175,16.536,55.906,5.6,6.31,0,0,0,0,0,0
DZA,1985,1.529,,,22.2,16.901,66.346,5.6,10.432,0,0,0,0,0,0
DZA,1986,-3.338,,,22.8,18.356,66.783,-0.2,14.007,0,0,0,0,0,0
DZA,1987,0.206,,,23.4,20.056,68.698,-0.7,5.857,0,0,0,0,0,0
DZA,1988,-3.389,,,24.1,21.801,56.07,-1.9,5.938,0,0,0,1,0,0
DZA,1989,-1.811,,,24.7,18.1,57.041,4.8,9.172,0,0,0,1,0,0
DZA,1990,2.01,4.846,,25.022,19.757,67.171,0.8,9.272,0,0,0,1,0,0
DZA,1991,4.719,3.192,86.064,25.643,20.263,50.65,-1.2,25.9,1,1,0,1,1,1
DZA,1992,2.415,0.932,69.305,26.271,21.368,53.414,1.6,31.7,1,1,0,0,1,1
DZA,1993,1.464,-5.699,76.794,26.894,23.152,55.309,-2.102,20.5,1,1,0,0,1,1
DZA,1994,-3.993,-1.506,106.349,27.496,24.362,46.044,-0.9,29.0,1,1,0,1,1,1
DZA,1995,-4.9,1.561,95.866,28.06,28.105,45.654,3.848,29.8,1,1,0,1,1,1
DZA,1996,2.449,5.888,90.676,28.566,27.986,50.945,3.8,18.7,1,1,0,0,0,1
DZA,1997,6.598,5.817,79.561,29.045,27.961,52.287,1.1,5.7,0,0,0,0,0,0
DZA,1998,-1.74,0.087,79.89,29.507,28.021,52.297,5.1,4.95,0,0,0,0,0,0
DZA,1999,0.038,1.684,69.676,29.965,29.293,53.011,3.2,2.6,0,0,0,0,0,0
DZA,2000,15.386,12.538,53.406,30.506,29.496,59.418,3.8,0.3,0,0,0,0,0,0
DZA,2001,11.883,6.368,50.003,30.954,27.306,59.413,3.0,4.2,0,0,0,0,0,0
DZA,2002,7.086,3.014,47.312,31.414,25.664,61.516,5.4,1.433,0,0,0,0,0,0
DZA,2003,11.987,9.221,38.224,31.885,23.716,73.482,6.5,4.261,0,0,0,0,0,0
DZA,2004,12.094,7.65,32.69,32.366,17.656,91.914,4.5,3.968,0,0,0,0,0,0
DZA,2005,19.789,12.365,25.366,32.855,15.265,107.047,5.4,1.382,0,0,0,0,0,0
DZA,2006,23.52,13.636,22.473,33.351,12.512,123.084,2.9,2.311,0,0,0,0,0,0
DZA,2007,21.476,5.443,12.794,33.858,13.793,142.483,3.1,3.679,0,0,0,0,0,0
DZA,2008,19.098,8.313,7.637,34.591,11.343,180.384,2.5,4.855,0,0,0,0,0,0
DZA,2009,0.273,-6.187,8.922,35.268,10.167,150.317,1.2,5.741,0,0,0,0,0,0
DZA,2010,6.838,-1.096,9.513,35.978,9.961,177.785,4.8,3.911,0,0,0,0,0,0
DZA,2011,9.07,-0.822,8.478,36.717,9.971,218.332,3.0,4.5,0,0,0,0,0,0
DZA,2012,5.411,-3.798,8.583,37.495,10.969,227.144,2.4,8.916,0,0,0,0,0,0
DZA,2013,0.363,-0.546,6.478,38.297,9.829,229.701,2.6,3.255,0,0,0,0,0,0
DZA,2014,-3.949,-6.949,6.853,39.114,10.6,238.943,4.1,2.917,0,0,0,0,0,0
DZA,2015,-14.555,-13.653,7.731,39.963,11.214,187.494,3.2,4.784,0,0,0,0,0,0
DZA,2016,-14.645,-11.61,18.094,40.836,10.498,180.764,3.9,6.398,0,0,0,0,0,0
ECU,1980,-3.981,,,7.998,,16.116,4.9,13.049,0,0,0,0,0,0
ECU,1981,-6.048,,,8.227,,16.501,3.9,16.387,0,0,0,0,0,0
ECU,1982,-7.175,,,8.461,,16.474,1.2,16.258,1,1,0,1,0,1
ECU,1983,-0.794,,,8.697,,14.478,-2.8,48.434,1,1,0,1,1,1
ECU,1984,-1.772,,,8.935,,15.408,4.2,31.23,1,1,0,1,1,1
ECU,1985,0.422,,,9.173,,18.02,4.4,27.983,1,1,0,1,1,1
