country_code,year,BCA_NGDPD,GGXONLB_NGDP,GGXWDG_NGDP,LP,LUR,NGDPD,NGDP_RPCH,PCPIPCH,external_default_1,external_default_2,domestic_default,currency_crisis,inflation_crisis,sovereign_crisis
ECU,1986,-4.402,,,9.413,,13.222,3.094,23.03,1,1,0,1,1,1
ECU,1987,-9.608,,,9.652,,12.355,-5.972,29.504,1,1,0,1,1,1
ECU,1988,-5.788,,,9.903,7.0,11.749,10.486,58.216,1,1,0,1,1,1
ECU,1989,-6.201,,,10.148,7.9,11.531,0.285,75.648,1,1,0,1,1,1
ECU,1990,-3.074,,,10.388,6.1,11.71,3.008,48.519,1,1,0,1,1,1
ECU,1991,-5.388,,,10.628,8.5,13.139,5.113,48.804,1,1,0,1,1,1
ECU,1992,-0.849,,,10.868,8.9,14.367,3.614,54.341,1,1,0,1,1,1
ECU,1993,-5.058,,,11.105,8.3,16.783,2.0,45.0,1,1,0,0,1,1
ECU,1994,-4.439,,,11.334,5.696,20.238,4.258,27.443,1,1,0,0,1,1
ECU,1995,-4.55,1.707,,11.551,5.493,21.98,2.253,22.886,1,1,0,1,1,1
ECU,1996,-0.238,0.255,,11.751,9.046,23.001,1.732,24.4,0,0,0,1,1,0
ECU,1997,-1.767,1.098,,11.938,7.828,25.847,4.328,30.6,0,0,0,1,1,0
ECU,1998,-7.982,-1.372,,12.119,10.163,26.292,3.267,36.1,0,0,0,1,1,0
ECU,1999,4.86,2.311,,12.297,13.107,18.891,-4.739,52.2,1,1,1,1,1,1
ECU,2000,6.347,5.709,,12.481,7.625,17.531,1.092,96.1,1,1,0,1,1,1
ECU,2001,-2.383,4.34,63.803,12.681,9.554,23.127,4.206,37.674,0,0,0,0,1,0
ECU,2002,-4.506,3.849,55.043,12.901,7.828,27.054,4.928,12.485,0,0,0,0,0,0
ECU,2003,-1.249,3.692,47.198,13.132,10.163,30.965,2.885,7.929,0,0,0,0,0,0
ECU,2004,-1.362,4.205,40.2,13.367,7.219,35.195,6.832,2.741,0,0,0,0,0,0
ECU,2005,1.177,2.664,35.758,13.604,7.095,40.279,5.399,2.17,0,0,0,0,0,0
ECU,2006,3.808,4.883,33.094,13.852,6.687,45.691,4.341,3.299,0,0,0,0,0,0
ECU,2007,3.784,4.387,29.648,14.107,6.923,49.849,1.902,2.276,0,0,0,0,0,0
ECU,2008,2.894,1.72,24.873,14.359,5.95,61.139,6.565,8.4,1,1,1,0,0,1
ECU,2009,0.521,-3.133,19.667,14.616,6.47,60.095,1.091,5.16,1,1,1,0,0,1
ECU,2010,-2.322,-0.78,18.436,14.884,5.02,68.151,4.029,3.554,0,0,0,0,0,0
ECU,2011,-0.507,0.508,18.607,15.161,4.21,78.987,8.481,4.475,0,0,0,0,0,0
ECU,2012,-0.167,-2.313,19.341,15.441,4.12,87.735,5.783,5.102,0,0,0,0,0,0
ECU,2013,-0.966,-7.931,23.426,15.718,4.15,96.57,7.211,2.722,0,0,0,0,0,0
ECU,2014,-0.651,-7.869,28.163,15.994,3.8,102.718,4.226,3.589,0,0,0,0,0,0
ECU,2015,-2.285,-6.401,36.438,16.269,4.77,97.21,0.12,3.966,0,0,0,0,0,0
ECU,2016,0.922,-9.678,46.066,16.532,5.21,97.671,-0.688,1.728,0,0,0,0,0,0
EGY,1980,-0.822,,,40.554,,23.523,3.409,20.5,0,0,0,0,1,0
EGY,1981,-4.332,,,41.706,,25.76,2.198,10.4,0,0,0,0,0,0
EGY,1982,-6.836,,,42.846,,30.479,7.296,14.9,0,0,0,0,0,0
EGY,1983,-3.974,,,44.015,,37.254,8.876,15.982,0,0,0,0,0,0
EGY,1984,-8.101,,,45.237,,41.888,8.021,17.06,1,1,0,0,0,1
EGY,1985,-4.568,,,46.545,,48.841,7.425,12.108,0,0,0,0,0,0
EGY,1986,-2.759,,,47.751,,54.076,4.759,23.9,0,0,0,0,1,0
EGY,1987,-1.299,,,48.8,,77.359,4.273,25.185,0,0,0,0,1,0
EGY,1988,-2.146,,,49.8,,92.53,3.994,15.185,0,0,0,0,0,0
EGY,1989,-2.173,,,50.9,,115.362,2.993,20.129,0,0,0,1,1,0
EGY,1990,-2.699,,,51.36,8.044,96.087,2.35,21.219,0,0,0,1,1,0
EGY,1991,3.435,,,52.423,8.791,48.431,2.1,14.737,0,0,0,1,0,0
EGY,1992,8.307,,,53.508,8.952,44.168,0.3,21.142,0,0,0,0,1,0
EGY,1993,4.428,,,55.2,10.911,49.526,2.9,11.042,0,0,0,0,0,0
EGY,1994,0.35,,,56.3,11.143,54.55,4.188,9.046,0,0,0,0,0,0
EGY,1995,0.611,,,57.6,11.176,63.25,4.484,9.361,0,0,0,0,0,0
EGY,1996,-0.259,,,58.8,9.467,71.118,4.879,7.095,0,0,0,0,0,0
EGY,1997,0.149,,,60.1,8.671,79.777,5.919,6.167,0,0,0,0,0,0
EGY,1998,-2.779,,73.824,61.3,7.955,89.189,7.543,5.041,0,0,0,0,0,0
EGY,1999,-1.814,6.626,72.398,62.6,7.692,95.039,6.11,3.745,0,0,0,0,0,0
EGY,2000,-1.11,5.879,71.687,64.0,8.995,104.752,5.383,2.849,0,0,0,0,0,0
EGY,2001,-0.033,2.672,79.146,65.3,8.808,102.273,3.524,2.417,0,0,0,1,0,0
EGY,2002,0.68,-2.762,85.776,66.6,10.05,90.261,3.186,2.258,0,0,0,0,0,0
EGY,2003,2.281,-1.421,97.095,68.0,11.275,85.163,3.193,3.412,0,0,0,1,0,0
EGY,2004,4.125,-1.45,96.512,69.3,10.526,82.855,4.092,8.151,0,0,0,0,0,0
EGY,2005,3.092,-2.297,98.263,70.7,11.468,94.127,4.472,8.703,0,0,0,0,0,0
EGY,2006,1.552,-2.583,85.924,72.2,10.917,112.902,6.844,4.292,0,0,0,0,0,0
EGY,2007,1.656,-0.59,76.268,73.6,9.205,137.055,7.088,10.882,0,0,0,0,0,0
EGY,2008,0.52,-2.377,66.761,75.2,8.676,170.797,7.156,11.742,0,0,0,0,0,0
EGY,2009,-2.231,-3.196,69.45,76.9,9.367,198.316,4.674,16.161,0,0,0,0,0,0
EGY,2010,-1.877,-3.159,69.59,78.7,9.21,230.024,5.147,11.658,0,0,0,0,0,0
EGY,2011,-2.457,-4.756,72.83,80.5,10.379,247.726,1.765,11.056,0,0,0,0,0,0
EGY,2012,-3.445,-4.68,69.862,82.5,12.373,294.482,2.226,8.692,0,0,0,0,0,0
EGY,2013,-2.108,-5.616,79.812,84.6,12.992,303.194,3.302,6.916,0,0,0,0,0,0
EGY,2014,-0.854,-4.031,80.874,86.8,13.365,321.634,2.93,10.093,0,0,0,0,0,0
EGY,2015,-3.468,-3.908,83.754,89.0,12.859,350.119,4.36,10.988,0,0,0,0,0,0
EGY,2016,-5.643,-4.084,91.586,91.0,12.705,351.443,4.34,10.212,0,0,0,0,0,0
ESP,1980,-2.294,-2.019,16.107,37.76,11.011,231.048,1.203,15.578,0,0,0,0,0,0
ESP,1981,-2.496,-2.39,19.45,38.118,13.755,204.843,-0.408,14.549,0,0,0,0,0,0
ESP,1982,-2.377,-5.504,24.428,38.322,15.77,197.89,1.239,14.416,0,0,0,1,0,0
ESP,1983,-1.418,-4.477,29.516,38.502,17.215,173.072,1.652,12.174,0,0,0,0,0,0
ESP,1984,1.208,-4.518,36.023,38.655,19.937,172.597,1.698,11.28,0,0,0,0,0,0
ESP,1985,1.148,-4.683,40.866,38.792,21.305,181.847,2.362,8.815,0,0,0,0,0,0
ESP,1986,1.461,-3.278,42.073,38.904,20.907,251.618,3.432,8.795,0,0,0,0,0,0
ESP,1987,-0.012,-0.981,41.915,38.995,20.223,318.787,5.709,5.248,0,0,0,0,0,0
ESP,1988,-0.984,-0.838,38.502,39.078,19.238,374.535,5.285,4.837,0,0,0,0,0,0
ESP,1989,-2.786,-0.34,39.87,39.155,17.24,413.106,5.004,6.791,0,0,0,0,0,0
ESP,1990,-3.366,-1.079,41.304,39.224,16.238,536.322,3.847,6.722,0,0,0,0,0,0
ESP,1991,-3.475,-1.555,41.864,39.328,16.313,577.166,2.525,5.934,0,0,0,0,0,0
ESP,1992,-3.396,-0.667,44.133,39.458,18.353,630.91,0.851,7.145,0,0,0,0,0,0
ESP,1993,-1.965,-2.548,54.567,39.581,22.64,529.98,-1.314,4.569,0,0,0,1,0,0
ESP,1994,-2.142,-2.283,57.019,39.688,24.118,531.801,2.335,4.718,0,0,0,0,0,0
ESP,1995,-1.194,-2.383,61.586,39.781,22.9,614.713,4.122,4.674,0,0,0,0,0,0
ESP,1996,-0.796,-1.352,65.442,39.873,22.08,642.48,2.421,3.599,0,0,0,0,0,0
ESP,1997,-0.667,0.216,64.286,39.978,20.61,590.5,3.865,1.877,0,0,0,0,0,0
ESP,1998,-1.623,1.01,62.355,40.118,18.605,619.541,4.469,1.764,0,0,0,0,0,0
ESP,1999,-3.203,1.855,60.853,40.325,15.64,635.025,4.745,2.235,0,0,0,0,0,0
ESP,2000,-4.236,1.646,57.841,40.666,13.857,598.367,5.053,3.484,0,0,0,0,0,0
ESP,2001,-4.316,2.035,54.052,41.035,10.54,627.803,3.919,2.825,0,0,0,0,0,0
ESP,2002,-3.661,1.946,51.237,41.828,11.45,708.437,2.756,3.59,0,0,0,0,0,0
ESP,2003,-3.821,1.638,47.687,42.547,11.485,907.736,2.939,3.103,0,0,0,0,0,0
ESP,2004,-5.418,1.656,45.333,43.296,10.965,1069.344,3.115,3.054,0,0,0,0,0,0
ESP,2005,-7.195,2.716,42.395,44.01,9.153,1155.306,3.551,3.384,0,0,0,1,0,0
ESP,2006,-8.796,3.375,39.019,44.785,8.453,1261.914,4.043,3.561,0,0,0,0,0,0
ESP,2007,-9.351,2.954,35.698,45.669,8.233,1476.92,3.534,2.843,0,0,0,0,0,0
ESP,2008,-8.791,-3.526,39.609,46.239,11.245,1635.936,0.767,4.131,0,0,0,0,0,0
ESP,2009,-3.977,-9.923,53.079,46.487,17.855,1494.963,-3.768,-0.239,0,0,0,0,0,0
ESP,2010,-3.558,-7.967,60.266,46.667,19.858,1429.155,0.094,2.043,0,0,0,0,0,0
ESP,2011,-2.614,-7.738,69.528,46.818,21.39,1487.307,-0.64,3.05,0,0,0,0,0,0
ESP,2012,0.156,-8.962,89.56,46.713,24.788,1331.838,-2.865,2.436,0,0,0,0,0,0
ESP,2013,2.081,-4.525,100.0,46.496,26.095,1362.207,-1.427,1.53,0,0,0,0,0,0
ESP,2014,1.78,-3.09,104.418,46.426,24.443,1380.6,1.52,-0.19,0,0,0,0,0,0
ESP,2015,2.046,-2.675,102.442,46.419,22.058,1206.287,4.061,-0.629,0,0,0,0,0,0
ESP,2016,3.147,-1.885,101.967,46.497,19.635,1242.673,2.915,-0.337,0,0,0,0,0,0
FIN,1980,-2.612,1.829,10.893,4.771,5.288,53.714,5.673,11.602,0,0,0,0,0,0
FIN,1981,-0.909,3.629,11.544,4.788,5.743,52.62,1.294,12.0,0,0,0,0,0,0
FIN,1982,-1.738,1.313,13.851,4.812,6.076,53.111,3.087,9.3,0,0,0,0,0,0
FIN,1983,-2.202,-0.654,15.379,4.842,6.147,51.056,3.122,8.4,0,0,0,0,0,0
FIN,1984,-0.039,1.677,15.18,4.87,5.928,53.032,3.213,7.0,0,0,0,0,0,0
FIN,1985,-1.434,1.582,15.837,4.894,6.049,56.223,3.537,5.82,0,0,0,0,0,0
FIN,1986,-0.941,2.183,16.443,4.911,6.665,73.652,2.726,2.9,0,0,0,0,0,0
FIN,1987,-1.887,-0.287,17.649,4.926,4.9,91.775,3.559,4.082,0,0,0,0,0,0
FIN,1988,-2.466,3.871,16.535,4.939,4.208,109.255,5.211,5.135,0,0,0,0,0,0
FIN,1989,-4.867,5.765,14.269,4.954,3.108,119.106,5.087,6.572,0,0,0,0,0,0
FIN,1990,-5.051,4.748,13.855,4.974,3.2,141.726,0.211,4.957,0,0,0,0,0,0
FIN,1991,-5.355,-1.717,21.89,4.998,6.7,128.215,-5.88,4.545,0,0,0,0,0,0
FIN,1992,-4.662,-6.866,39.286,5.029,11.8,113.139,-3.312,3.254,0,0,0,1,0,0
FIN,1993,-1.462,-8.534,54.196,5.055,16.5,89.177,-0.781,3.326,0,0,0,0,0,0
FIN,1994,0.822,-5.423,56.194,5.078,16.7,103.621,3.963,1.614,0,0,0,0,0,0
FIN,1995,3.832,-5.203,55.204,5.099,15.5,134.21,4.233,0.398,0,0,0,0,0,0
FIN,1996,3.518,-2.018,55.363,5.117,14.6,132.046,3.662,1.063,0,0,0,0,0,0
FIN,1997,4.753,0.396,52.235,5.132,12.7,127.027,6.398,1.217,0,0,0,0,0,0
FIN,1998,4.708,3.064,46.843,5.147,11.5,134.164,5.454,1.349,0,0,0,0,0,0
FIN,1999,4.846,2.965,44.021,5.16,10.275,135.369,4.389,1.31,0,0,0,0,0,0
FIN,2000,7.161,7.619,42.447,5.171,9.875,126.023,5.754,2.952,0,0,0,0,0,0
FIN,2001,7.676,5.356,40.897,5.181,9.2,129.521,2.64,2.665,0,0,0,0,0,0
FIN,2002,7.821,3.967,40.129,5.195,9.175,140.262,1.687,2.007,0,0,0,0,0,0
FIN,2003,4.315,2.265,42.697,5.206,9.075,171.57,2.012,1.29,0,0,0,0,0,0
FIN,2004,5.604,2.085,42.577,5.22,8.875,197.369,4.005,0.147,0,0,0,0,0,0
FIN,2005,2.877,2.545,39.87,5.237,8.475,204.973,2.778,0.774,0,0,0,1,0,0
FIN,2006,3.931,3.728,38.005,5.256,7.775,217.056,4.019,1.275,0,0,0,0,0,0
FIN,2007,4.029,4.777,33.906,5.277,6.95,256.39,5.313,1.583,0,0,0,0,0,0
FIN,2008,2.543,3.649,32.563,5.3,6.425,285.667,0.784,3.916,0,0,0,0,0,0
FIN,2009,1.996,-2.852,41.534,5.326,8.325,253.206,-8.076,1.634,0,0,0,0,0,0
FIN,2010,1.362,-2.511,50.113,5.351,8.5,249.633,3.168,1.686,0,0,0,0,0,0
FIN,2011,-1.552,-0.991,52.024,5.375,7.9,275.079,2.389,3.324,0,0,0,0,0,0
FIN,2012,-2.23,-1.939,57.856,5.401,7.8,257.606,-1.523,3.162,0,0,0,0,0,0
FIN,2013,-1.883,-2.421,60.812,5.427,8.325,270.272,-0.98,2.216,0,0,0,0,0,0
FIN,2014,-1.357,-2.841,64.813,5.451,8.825,273.549,-0.478,1.209,0,0,0,0,0,0
FIN,2015,-0.908,-2.286,68.764,5.472,9.575,233.234,0.467,-0.156,0,0,0,0,0,0
FIN,2016,-1.972,-1.417,68.649,5.487,8.975,238.712,2.572,0.389,0,0,0,0,0,0
FRA,1980,-0.6,1.38,21.299,55.092,6.349,695.475,1.809,13.057,0,0,0,0,0,0
FRA,1981,-0.775,-0.276,22.64,55.397,7.438,612.552,1.186,13.333,0,0,0,0,0,0
FRA,1982,-2.075,-0.682,26.201,55.711,8.069,581.254,2.404,11.978,0,0,0,0,0,0
FRA,1983,-0.844,-1.154,27.733,56.034,7.383,555.956,1.262,9.46,0,0,0,0,0,0
FRA,1984,-0.143,-1.204,30.191,56.285,8.458,526.671,1.673,7.674,0,0,0,0,0,0
FRA,1985,-0.063,-1.246,31.851,56.554,8.7,551.596,1.67,5.831,0,0,0,0,0,0
FRA,1986,0.307,-1.4,32.396,56.815,8.875,766.302,2.325,2.539,0,0,0,0,0,0
FRA,1987,-0.48,-0.144,34.755,57.092,9.15,927.257,2.567,3.289,0,0,0,0,0,0
FRA,1988,-0.46,-0.717,34.667,57.383,8.842,1012.843,4.67,2.701,0,0,0,0,0,0
FRA,1989,-0.455,0.167,35.526,57.695,8.7,1017.702,4.585,6.569,0,0,0,0,0,0
FRA,1990,-0.781,-0.262,36.791,58.01,8.4,1260.874,2.793,0.323,0,0,0,0,0,0
FRA,1991,-0.488,-0.579,37.772,58.28,8.617,1263.244,1.292,3.403,0,0,0,0,0,0
FRA,1992,0.275,-2.168,41.705,58.571,9.442,1392.563,1.408,2.456,0,0,0,0,0,0
FRA,1993,0.698,-3.728,48.158,58.852,10.267,1315.795,-0.425,2.235,0,0,0,0,0,0
FRA,1994,0.587,-2.661,51.58,59.07,10.667,1388.477,2.403,1.664,0,0,0,0,0,0
FRA,1995,0.459,-2.221,57.802,59.281,10.508,1596.25,2.457,1.769,0,0,0,0,0,0
FRA,1996,1.21,-0.781,60.595,59.487,10.833,1599.248,1.347,2.079,0,0,0,0,0,0
FRA,1997,3.154,-0.686,61.985,59.691,10.892,1451.058,2.515,1.27,0,0,0,0,0,0
FRA,1998,3.122,0.5,62.103,59.899,10.692,1498.974,3.466,0.673,0,0,0,0,0,0
FRA,1999,3.89,1.125,61.42,60.123,10.442,1488.392,3.261,0.577,0,0,0,0,0,0
FRA,2000,1.1,1.269,59.721,60.508,9.175,1361.56,4.366,1.815,0,0,0,0,0,0
FRA,2001,1.582,1.2,59.324,60.941,8.458,1370.386,1.843,1.784,0,0,0,0,0,0
FRA,2002,1.151,-0.536,61.255,61.385,8.275,1491.373,1.123,1.937,0,0,0,0,0,0
FRA,2003,0.839,-1.564,65.363,61.824,8.525,1834.637,0.991,2.172,0,0,0,0,0,0
FRA,2004,0.535,-1.041,66.877,62.251,8.875,2108.835,2.524,2.335,0,0,0,0,0,0
FRA,2005,0.104,-1.066,68.188,62.731,8.875,2193.358,1.985,1.888,0,0,0,1,0,0
FRA,2006,0.253,-0.282,65.4,63.186,8.842,2317.985,2.93,1.892,0,0,0,0,0,0
FRA,2007,-0.102,-0.521,65.479,63.601,8.017,2656.13,2.485,1.605,0,0,0,0,0,0
FRA,2008,-0.694,-0.866,69.819,63.962,7.442,2926.483,0.262,3.161,0,0,0,0,0,0
FRA,2009,-0.549,-5.142,84.057,64.305,9.125,2697.144,-2.731,0.102,0,0,0,0,0,0
FRA,2010,-0.628,-4.866,86.279,64.613,9.275,2648.391,1.838,1.738,0,0,0,0,0,0
FRA,2011,-0.857,-2.814,88.748,64.933,9.208,2869.903,2.484,2.287,0,0,0,0,0,0
FRA,2012,-2.131,-2.706,91.74,65.241,9.767,2684.706,0.23,2.217,0,0,0,0,0,0
FRA,2013,-0.609,-2.733,94.546,65.565,10.3,2816.119,0.925,0.989,0,0,0,0,0,0
FRA,2014,-0.912,-2.468,96.14,66.131,10.267,2861.973,1.001,0.611,0,0,0,0,0,0
FRA,2015,-0.325,-1.954,96.943,66.422,10.342,2442.731,0.998,0.089,0,0,0,0,0,0
FRA,2016,-0.528,-1.929,98.126,66.603,10.067,2469.726,0.735,0.307,0,0,0,0,0,0
GBR,1980,0.694,-0.667,42.517,56.33,7.133,604.697,-2.05,16.849,0,0,0,0,0,0
GBR,1981,1.693,-1.764,44.725,56.358,9.65,588.342,-0.688,12.189,0,0,0,1,0,0
GBR,1982,0.734,-0.548,43.003,56.291,10.725,559.326,1.965,8.511,0,0,0,1,0,0
GBR,1983,0.408,-0.753,41.817,56.316,11.475,532.925,4.166,5.198,0,0,0,1,0,0
GBR,1984,-0.284,-0.514,42.212,56.409,11.75,504.939,2.221,4.448,0,0,0,0,0,0
GBR,1985,-0.061,-0.129,41.285,56.554,11.375,537.2,4.087,5.16,0,0,0,0,0,0
GBR,1986,-0.736,0.034,41.277,56.684,11.325,655.035,3.108,3.626,0,0,0,0,0,0
GBR,1987,-1.329,0.606,39.282,56.804,10.425,814.102,5.42,4.066,0,0,0,0,0,0
GBR,1988,-3.288,2.103,37.075,56.916,8.575,989.706,5.376,4.612,0,0,0,0,0,0
GBR,1989,-3.815,2.142,32.533,57.077,7.225,1007.623,2.402,5.216,0,0,0,0,0,0
GBR,1990,-2.829,0.159,28.48,57.238,7.1,1197.021,0.561,6.999,0,0,0,0,0,0
GBR,1991,-1.09,-1.436,28.481,57.439,8.85,1248.625,-1.405,7.519,0,0,0,0,0,0
GBR,1992,-1.284,-4.03,33.227,57.585,9.95,1289.587,0.245,4.232,0,0,0,0,0,0
GBR,1993,-1.052,-5.171,37.96,57.714,10.375,1155.162,2.259,2.533,0,0,0,1,0,0
GBR,1994,-0.187,-4.028,40.724,57.862,9.5,1241.72,3.409,1.994,0,0,0,0,0,0
GBR,1995,-0.381,-2.951,43.653,58.025,8.625,1344.504,2.386,2.63,0,0,0,0,0,0
GBR,1996,-0.264,-1.624,43.714,58.164,8.1,1421.099,2.582,2.425,0,0,0,0,0,0
GBR,1997,-0.14,0.117,44.132,58.314,6.95,1561.239,4.925,1.825,0,0,0,0,0,0
GBR,1998,-0.282,1.763,41.97,58.475,6.25,1653.852,3.403,1.557,0,0,0,0,0,0
GBR,1999,-2.115,2.462,40.41,58.684,5.975,1688.248,3.058,1.329,0,0,0,0,0,0
GBR,2000,-1.831,3.054,37.686,58.886,5.45,1668.69,4.342,0.796,0,0,0,0,0,0
GBR,2001,-1.773,1.82,34.958,59.113,5.1,1650.252,2.573,1.234,0,0,0,0,0,0
GBR,2002,-1.973,-0.585,35.434,59.366,5.2,1788.549,1.796,1.259,0,0,0,0,0,0
GBR,2003,-1.823,-1.806,36.764,59.637,5.0,2056.294,3.152,1.362,0,0,0,0,0,0
GBR,2004,-2.302,-1.697,39.802,59.95,4.75,2422.619,2.458,1.344,0,0,0,0,0,0
GBR,2005,-1.998,-1.552,41.0,60.413,4.825,2546.038,2.733,2.057,0,0,0,0,0,0
GBR,2006,-3.12,-1.147,42.058,60.827,5.425,2712.257,2.381,2.329,0,0,0,0,0,0
GBR,2007,-3.729,-0.963,43.174,61.319,5.35,3091.695,2.625,2.323,0,0,0,0,0,0
GBR,2008,-3.862,-3.536,50.827,61.824,5.725,2960.39,-0.249,3.602,0,0,0,1,0,0
GBR,2009,-3.068,-8.583,64.915,62.261,7.625,2421.476,-4.621,2.165,0,0,0,0,0,0
GBR,2010,-2.761,-6.684,75.86,62.76,7.9,2487.924,2.233,3.298,0,0,0,0,0,0
GBR,2011,-1.63,-4.577,81.425,63.285,8.1,2664.719,1.138,4.464,0,0,0,0,0,0
GBR,2012,-3.146,-5.089,84.483,63.705,7.95,2707.571,1.509,2.828,0,0,0,0,0,0
GBR,2013,-4.644,-3.944,85.316,64.106,7.575,2786.665,1.8,2.565,0,0,0,0,0,0
GBR,2014,-5.022,-3.695,87.094,64.597,6.175,3066.304,3.195,1.461,0,0,0,0,0,0
GBR,2015,-4.948,-3.081,87.867,65.11,5.375,2928.558,2.223,0.04,0,0,0,0,0,0
GBR,2016,-5.448,-1.687,87.825,65.648,4.875,2699.086,1.922,0.66,0,0,0,0,0,0
GHA,1980,-0.139,-4.048,,11.941,,38.684,0.453,50.005,0,0,0,0,1,0
GHA,1981,-0.826,-3.196,,12.282,,61.487,-3.754,116.504,0,0,0,0,1,0
GHA,1982,-0.267,-1.021,,12.644,,70.954,-8.303,22.485,0,0,1,0,1,1
GHA,1983,-0.314,-0.628,,13.03,,49.337,-6.222,122.245,0,0,0,1,1,0
GHA,1984,-0.407,-0.447,,13.371,,17.998,9.378,40.03,0,0,0,1,1,0
GHA,1985,-0.949,-0.604,,13.661,,15.97,6.433,10.301,0,0,0,1,0,0
GHA,1986,-0.559,-0.418,,13.965,,15.086,6.189,24.539,0,0,0,1,1,0
GHA,1987,-0.76,-0.382,,14.289,,12.692,6.659,39.758,1,1,0,1,1,1
GHA,1988,-0.527,-0.639,,14.637,,13.566,6.468,31.369,0,0,0,1,1,0
GHA,1989,-0.568,-0.306,,15.007,,13.723,4.541,25.237,0,0,0,1,1,0
GHA,1990,-1.017,-1.4,17.79,15.395,,15.882,3.595,37.241,0,0,0,0,1,0
GHA,1991,-1.369,-0.818,17.306,15.787,,17.795,4.774,18.097,0,0,0,0,0,0
GHA,1992,-2.079,-3.71,21.327,16.185,,17.666,4.473,10.049,0,0,0,1,0,0
GHA,1993,-3.784,-3.959,34.129,16.59,,14.532,4.772,24.942,0,0,0,1,1,0
GHA,1994,-1.894,-3.199,50.587,16.993,,13.433,3.508,24.874,0,0,0,1,1,0
GHA,1995,-0.918,-2.774,47.556,17.399,,15.692,4.233,59.317,0,0,0,1,1,0
GHA,1996,-1.846,-3.483,42.871,17.81,,16.629,4.765,44.487,0,0,0,1,1,0
GHA,1997,-2.379,-3.603,45.151,18.239,,17.024,5.797,24.825,0,0,0,1,1,0
GHA,1998,-2.816,-2.461,37.59,18.688,,18.528,5.01,19.208,0,0,0,0,0,0
GHA,1999,-5.033,-3.394,51.661,19.15,,19.165,4.529,12.471,0,0,0,1,0,0
GHA,2000,-3.13,-0.959,74.463,19.637,,12.349,3.596,25.113,0,0,0,1,1,0
GHA,2001,-3.26,-1.178,57.769,20.167,,13.113,3.828,32.932,0,0,0,0,1,0
GHA,2002,-0.691,-0.893,54.061,20.729,,15.229,4.617,14.846,0,0,0,1,0,0
GHA,2003,0.541,0.519,49.299,21.297,,18.79,5.112,26.626,0,0,0,0,1,0
GHA,2004,-2.713,-0.25,38.364,21.868,,21.754,5.404,12.666,0,0,0,0,0,0
GHA,2005,-4.182,-0.393,31.695,22.449,,26.415,6.23,15.095,0,0,0,0,0,0
GHA,2006,-3.36,-1.719,17.291,23.041,,30.963,5.817,11.683,0,0,0,0,0,0
GHA,2007,-5.9,-3.624,21.061,23.642,,36.544,4.074,10.729,0,0,0,0,0,0
GHA,2008,-8.241,-3.994,23.186,24.25,,41.323,9.003,16.505,0,0,0,1,0,0
GHA,2009,-3.767,-3.069,25.39,24.863,,37.127,5.681,13.139,0,0,0,1,0,0
GHA,2010,-6.094,-4.913,32.924,25.475,,45.447,7.778,6.698,0,0,0,0,0,0
GHA,2011,-6.604,-3.489,31.221,26.095,,53.625,13.955,7.676,0,0,0,0,0,0
GHA,2012,-8.8,-5.743,35.473,26.734,,55.8,8.422,7.072,0,0,0,1,0,0
GHA,2013,-9.076,-5.585,42.93,27.386,,62.846,7.241,11.666,0,0,0,1,0,0
GHA,2014,-6.757,-3.35,50.111,28.042,,54.678,2.856,15.486,0,0,0,1,0,0
GHA,2015,-5.711,0.938,53.896,28.696,,49.437,2.121,17.153,0,0,0,1,0,0
GHA,2016,-5.06,-1.496,55.942,29.357,,56.144,3.373,17.455,0,0,0,0,0,0
GRC,1980,-3.899,,22.844,9.584,2.663,56.217,0.679,24.873,0,0,0,1,0,0
GRC,1981,-4.611,,27.058,9.701,4.0,51.873,-1.556,24.463,0,0,0,0,0,0
GRC,1982,-3.49,,29.723,9.758,5.8,54.114,-1.13,21.125,0,0,0,0,0,0
GRC,1983,-3.84,,34.065,9.821,7.9,48.913,-1.078,20.179,0,0,0,1,0,0
GRC,1984,-4.474,,40.626,9.872,8.1,47.657,2.007,18.456,0,0,0,0,0,0
GRC,1985,-6.931,,47.279,9.92,7.8,47.269,2.513,19.315,0,0,0,1,0,0
GRC,1986,-3.012,,47.807,9.949,7.4,55.636,0.515,23.017,0,0,0,1,1,0
GRC,1987,-1.888,,53.152,9.985,7.4,64.769,-2.257,16.397,0,0,0,0,0,0
GRC,1988,-1.271,-4.378,57.874,10.016,7.7,75.384,4.288,13.518,0,0,0,0,0,0
GRC,1989,-3.277,-6.714,60.665,10.058,7.5,78.148,3.799,13.702,0,0,0,0,0,0
GRC,1990,-3.661,-6.119,74.186,10.121,7.0,96.601,,20.434,0,0,0,1,1,0
GRC,1991,-1.511,-3.212,75.736,10.273,7.7,104.164,3.102,19.456,0,0,0,0,0,0
GRC,1992,-1.866,-2.593,81.096,10.367,8.7,114.846,0.697,15.877,0,0,0,0,0,0
GRC,1993,-0.695,-2.746,101.703,10.431,9.7,107.505,-1.599,14.411,0,0,0,0,0,0
GRC,1994,-0.127,1.159,99.682,10.49,9.6,115.055,2.0,10.873,0,0,0,0,0,0
GRC,1995,-2.38,0.977,100.387,10.536,10.0,135.036,2.1,8.788,0,0,0,0,0,0
GRC,1996,-3.574,2.149,103.724,10.588,10.3,142.513,1.382,7.873,0,0,0,0,0,0
