country_code,year,BCA_NGDPD,GGXONLB_NGDP,GGXWDG_NGDP,LP,LUR,NGDPD,NGDP_RPCH,PCPIPCH
BLZ,2021,-6.5,-1.85,82.209,0.399,10.254,2.429,17.99,3.239
BLZ,2022,-8.275,0.686,66.826,0.397,6.099,2.847,9.251,6.274
BLZ,2023,-0.649,-0.161,67.495,0.404,3.346,3.052,0.5,4.399
BLZ,2024,-1.615,1.293,65.436,0.411,2.6,3.204,3.505,3.28
BLZ,2025,-1.725,1.315,64.716,0.417,2.6,3.297,1.489,1.401
BLZ,2026,-1.596,0.979,63.502,0.424,2.6,3.442,2.444,1.906
BLZ,2027,-1.566,0.681,63.196,0.431,2.6,3.561,2.165,1.26
BLZ,2028,-1.493,0.798,62.84,0.437,2.6,3.681,2.083,1.26
BLZ,2029,-1.438,0.862,62.445,0.444,2.6,3.802,1.999,1.26
BLZ,2030,-1.373,0.862,62.005,0.451,2.6,3.926,2.0,1.26
BOL,1980,-0.2,,,5.161,,3.589,0.61,47.059
BOL,1981,-8.102,,,5.587,,3.44,0.3,32.134
BOL,1982,-3.4,,,5.703,,3.813,-3.939,123.555
BOL,1983,-2.8,,,5.822,,3.609,-4.042,275.579
BOL,1984,-2.0,,,5.944,,3.752,-0.201,1281.347
BOL,1985,-7.3,-4.297,,6.068,,4.059,-1.676,11749.63
BOL,1986,-7.6,2.294,,6.195,,3.97,-2.574,273.35
BOL,1987,-9.27,-3.739,,6.324,,4.323,2.463,14.579
BOL,1988,-2.9,-2.844,,6.456,,4.598,2.91,16.002
BOL,1989,0.7,-2.284,,6.591,,4.716,3.79,15.174
BOL,1990,-4.021,-1.773,,6.728,,4.868,4.636,17.12
BOL,1991,-4.788,-1.529,,6.869,,5.335,5.267,21.444
BOL,1992,-7.208,-1.818,,7.012,,5.635,1.646,12.958
BOL,1993,-7.321,-3.5,,7.213,,5.724,4.269,8.526
BOL,1994,-3.986,-0.498,,7.419,,5.974,4.667,7.875
BOL,1995,-5.002,1.112,,7.567,,6.707,4.678,10.192
BOL,1996,-4.504,0.863,,7.717,,7.385,4.361,12.43
BOL,1997,-6.984,-1.007,,7.871,,7.919,4.954,4.709
BOL,1998,-7.856,-2.997,,8.026,,8.49,5.029,7.674
BOL,1999,-5.907,-1.843,,8.183,,8.269,0.427,2.161
BOL,2000,-5.325,-1.452,74.318,8.43,7.462,8.385,2.508,4.601
BOL,2001,-3.359,-4.218,82.977,8.59,8.498,8.155,1.684,1.596
BOL,2002,-4.42,-6.192,86.687,8.75,8.69,7.917,2.486,0.923
BOL,2003,1.042,-5.059,95.645,8.91,8.708,8.092,2.711,3.338
BOL,2004,3.694,-2.616,89.81,9.07,8.427,8.785,4.173,2.489
BOL,2005,6.502,0.756,82.158,9.23,8.146,9.573,4.421,5.4
BOL,2006,11.436,6.997,54.375,9.39,7.992,11.52,4.797,4.3
BOL,2007,12.04,0.999,40.032,9.55,7.668,13.216,4.564,8.682
BOL,2008,11.867,5.505,36.785,9.71,4.43,16.792,6.148,14.009
BOL,2009,4.658,4.275,39.209,9.87,4.913,17.464,3.357,3.345
BOL,2010,4.416,3.017,37.637,10.03,4.375,19.786,4.127,2.502
BOL,2011,2.226,2.059,35.327,10.19,3.837,24.135,5.204,9.884
BOL,2012,7.221,2.738,35.394,10.35,3.229,27.282,5.122,4.517
BOL,2013,3.413,1.552,36.097,10.51,4.0,30.883,6.796,5.737
BOL,2014,1.716,-2.451,37.603,10.67,4.0,33.237,5.461,5.765
BOL,2015,-5.825,-5.934,40.905,10.83,4.557,33.241,4.857,4.061
BOL,2016,-5.579,-6.253,46.49,10.99,4.686,34.189,4.264,3.625
BOL,2017,-5.024,-6.743,51.26,11.15,5.085,37.782,4.195,2.822
BOL,2018,-4.251,-6.979,53.076,11.31,4.913,40.581,4.224,2.272
BOL,2019,-3.316,-5.875,58.626,11.47,5.012,41.193,2.217,1.839
BOL,2020,-0.043,-11.228,77.971,11.63,8.336,36.897,-8.738,0.942
BOL,2021,3.91,-7.979,81.409,11.8,6.937,40.701,6.111,0.736
BOL,2022,2.604,-5.499,80.1,11.96,4.741,44.329,3.606,1.747
BOL,2023,-2.518,-8.671,90.777,12.13,4.9,45.464,3.082,2.577
BOL,2024,-2.996,-7.506,97.951,12.29,5.0,46.967,0.729,5.1
BOL,2025,-3.353,-9.934,93.706,12.45,5.05,57.086,0.6,20.819
BRA,1980,-8.783,,,118.563,,145.819,9.19,90.227
BRA,1981,-7.003,,,121.213,,167.583,-4.4,101.737
BRA,1982,-9.104,,,123.885,,179.166,0.596,100.574
BRA,1983,-4.759,,,126.573,,143.652,-3.4,135.02
BRA,1984,0.028,,,129.273,,142.957,5.307,192.121
BRA,1985,-0.1,,,131.978,,226.938,7.901,226.029
BRA,1986,-2.147,,,134.653,,263.256,7.544,147.137
BRA,1987,-0.501,,,137.268,,286.539,3.601,228.327
BRA,1988,1.304,,,139.819,,320.105,0.264,629.118
BRA,1989,0.235,,,142.307,,439.434,3.2,1430.724
BRA,1990,-0.831,,,146.593,,455.335,-4.168,2947.733
BRA,1991,-0.352,,,149.094,6.366,399.249,1.031,432.772
BRA,1992,1.607,,,151.547,6.42,382.465,-0.467,951.956
BRA,1993,-0.138,,,153.986,6.03,429.184,4.665,1927.381
BRA,1994,-0.307,,,156.431,6.47,546.764,5.334,2075.827
BRA,1995,-2.427,,,158.875,7.09,770.86,4.417,66.008
BRA,1996,-2.801,,,163.538,8.03,851.146,2.209,15.757
BRA,1997,-3.636,,,166.104,9.0,883.862,3.395,6.926
BRA,1998,-4.049,,,168.693,10.15,864.307,0.338,3.196
BRA,1999,-4.467,,,171.256,11.13,599.642,0.468,4.859
BRA,2000,-4.048,,62.198,174.696,10.53,655.454,4.388,7.044
BRA,2001,-4.445,3.13,67.331,177.004,10.65,559.982,1.39,6.84
BRA,2002,-1.845,3.356,76.095,179.228,10.64,509.798,3.053,8.45
BRA,2003,0.393,3.553,71.514,181.378,11.17,558.232,1.141,14.714
BRA,2004,1.339,4.051,68.025,183.47,10.07,669.29,5.76,6.598
BRA,2005,1.31,3.865,66.969,185.518,10.55,891.633,3.202,6.87
BRA,2006,0.973,1.507,64.599,187.535,9.69,1107.628,3.962,4.184
BRA,2007,-0.197,2.88,63.025,189.459,9.28,1397.114,6.07,3.641
BRA,2008,-2.099,3.213,61.42,191.335,8.27,1695.855,5.094,5.678
BRA,2009,-1.757,0.912,64.702,193.174,9.42,1669.204,-0.126,4.888
BRA,2010,-3.926,1.58,62.433,194.749,8.034,2208.704,7.528,5.039
BRA,2011,-3.197,2.737,60.634,196.159,7.58,2614.027,3.974,6.636
BRA,2012,-3.761,2.221,61.614,197.671,6.9,2464.053,1.921,5.404
BRA,2013,-3.576,1.52,59.595,199.227,7.175,2471.718,3.005,6.204
BRA,2014,-4.499,-0.9,61.617,200.811,6.875,2456.055,0.504,6.329
BRA,2015,-3.523,-0.853,71.73,202.404,8.625,1800.046,-3.546,9.03
BRA,2016,-1.699,-2.008,77.422,203.872,11.6,1796.622,-3.276,8.74
BRA,2017,-1.224,-1.625,82.745,205.212,12.85,2063.519,1.323,3.446
BRA,2018,-2.808,-0.867,84.777,206.529,12.375,1916.934,1.784,3.665
BRA,2019,-3.47,-0.083,87.118,207.9,11.975,1873.286,1.221,3.733
BRA,2020,-1.688,-7.536,96.007,209.165,13.775,1476.092,-3.277,3.212
BRA,2021,-2.419,1.979,88.934,210.104,13.225,1670.65,4.763,8.302
BRA,2022,-2.16,1.307,83.939,210.863,9.25,1951.849,3.017,9.28
BRA,2023,-1.275,-2.168,84.001,211.695,7.975,2191.137,3.242,4.594
BRA,2024,-2.656,-0.219,87.284,212.584,6.925,2179.413,3.396,4.367
BRA,2025,-2.507,-0.61,91.424,213.362,7.099,2256.91,2.4,5.187
BRA,2026,-2.262,-0.423,94.979,214.083,7.291,2292.69,1.942,3.972
BRA,2027,-2.175,0.261,97.017,214.757,7.36,2413.082,2.238,3.273
BRA,2028,-2.067,0.784,97.995,215.382,7.409,2535.726,2.305,2.929
BRA,2029,-1.91,1.181,98.212,215.964,7.415,2670.791,2.432,2.932
BRA,2030,-1.749,1.392,98.068,216.499,7.4,2814.461,2.488,2.932
BRB,1980,-2.595,,,0.252,,1.048,4.371,18.498
BRB,1981,-10.931,,,0.253,10.76,1.154,-1.9,14.589
BRB,1982,-3.451,,,0.254,13.65,1.205,-4.9,10.287
BRB,1983,-4.033,,,0.255,14.945,1.28,0.5,5.275
BRB,1984,0.803,,,0.255,17.037,1.395,3.6,4.648
BRB,1985,0.322,,,0.256,18.631,1.46,1.1,4.858
BRB,1986,-0.998,,,0.257,17.735,1.603,5.1,0.199
BRB,1987,-3.037,,,0.258,17.934,1.765,2.6,3.567
BRB,1988,0.125,,,0.259,17.137,1.877,3.5,4.719
BRB,1989,-0.128,,,0.259,15.244,2.077,3.6,6.334
BRB,1990,-1.802,,,0.26,14.945,2.084,-3.3,3.036
BRB,1991,-1.129,,,0.261,17.236,2.092,-3.9,6.3
BRB,1992,7.213,,,0.262,22.915,2.015,-5.7,5.996
BRB,1993,3.233,,,0.263,24.41,2.136,0.8,1.184
BRB,1994,6.287,7.721,54.285,0.264,21.75,2.227,2.0,0.7
BRB,1995,2.479,7.321,54.921,0.265,19.625,2.348,2.023,2.838
BRB,1996,3.52,4.777,55.285,0.266,15.75,2.515,3.966,2.386
BRB,1997,-1.329,6.228,54.904,0.267,14.55,2.667,4.74,7.711
BRB,1998,-2.807,6.737,49.909,0.268,12.15,3.057,3.74,-1.269
BRB,1999,-4.241,6.293,49.71,0.269,10.35,3.21,0.326,1.56
BRB,2000,-3.376,6.107,56.631,0.27,9.35,3.312,4.453,2.436
BRB,2001,-3.448,5.295,62.339,0.271,9.85,3.306,-2.367,2.801
BRB,2002,-4.809,-1.278,65.523,0.271,10.3,3.364,0.791,0.183
BRB,2003,-3.423,0.865,65.279,0.272,11.0,3.479,2.171,1.558
BRB,2004,-9.628,0.52,64.508,0.273,9.575,3.754,1.407,1.43
BRB,2005,-9.529,0.504,66.272,0.274,9.075,4.213,3.965,6.057
BRB,2006,-9.394,0.096,67.738,0.275,8.725,4.702,5.669,7.321
BRB,2007,-4.29,-1.079,68.63,0.276,7.425,5.273,2.251,4.031
BRB,2008,-8.528,-0.44,73.788,0.277,8.125,5.401,0.703,8.108
BRB,2009,-5.313,-2.249,88.198,0.278,9.975,5.064,-4.831,3.645
BRB,2010,-4.059,-2.593,95.278,0.28,10.25,5.138,-2.237,5.824
BRB,2011,-10.381,1.352,99.025,0.281,11.15,5.302,-0.657,9.432
BRB,2012,-7.47,-1.631,108.807,0.282,11.5,5.233,-0.433,4.533
BRB,2013,-7.33,-3.276,118.402,0.283,11.625,5.338,-1.076,1.818
BRB,2014,-8.067,-0.479,122.44,0.283,12.275,5.366,0.156,1.766
BRB,2015,-5.456,-1.802,131.623,0.284,11.3,5.288,-0.846,-1.113
BRB,2016,-3.86,2.023,135.269,0.285,9.65,5.331,1.792,1.511
BRB,2017,-3.418,3.008,142.847,0.286,9.95,5.517,0.128,4.424
BRB,2018,-3.578,3.052,114.212,0.286,10.05,5.63,-1.174,2.985
BRB,2019,-1.6,5.153,107.646,0.287,10.088,5.788,0.653,1.72
BRB,2020,-4.99,-0.906,138.17,0.288,15.724,5.168,-15.054,0.647
BRB,2021,-10.262,-0.813,121.594,0.289,14.1,5.275,-0.255,1.536
BRB,2022,-9.889,2.364,113.683,0.289,8.15,6.257,17.833,4.361
BRB,2023,-8.779,3.486,111.477,0.29,8.217,6.721,4.094,3.187
BRB,2024,-4.47,4.279,104.805,0.291,7.913,7.169,4.0,1.431
BRB,2025,-6.282,4.426,99.778,0.292,7.919,7.559,2.7,2.257
BRB,2026,-5.736,4.417,94.623,0.292,7.817,7.944,2.1,2.537
BRB,2027,-5.483,4.421,89.5,0.293,7.846,8.344,2.0,2.364
BRB,2028,-5.361,4.42,84.724,0.294,7.875,8.758,2.0,2.392
BRB,2029,-5.208,4.42,80.175,0.295,7.805,9.195,2.0,2.423
BRB,2030,-5.014,4.416,75.937,0.295,7.834,9.656,2.0,2.402
BRN,1983,,,,,,,,1.166
BRN,1984,,,,,,,,3.098
BRN,1985,65.374,30.248,,0.222,,4.831,,2.131
BRN,1986,60.558,6.48,,0.226,,3.291,-2.715,1.781
BRN,1987,58.506,3.405,,0.234,,3.872,2.009,1.247
BRN,1988,60.89,-3.067,,0.241,,3.689,1.097,1.193
BRN,1989,52.406,-4.685,,0.246,,4.109,-1.074,1.304
BRN,1990,47.843,-1.626,,0.253,,4.923,1.089,2.139
BRN,1991,46.927,-1.061,,0.26,,5.254,3.146,1.6
BRN,1992,32.748,-8.282,,0.267,,5.526,4.759,1.28
BRN,1993,21.92,-12.772,,0.274,,5.588,0.305,4.252
BRN,1994,26.459,-22.55,,0.281,,6.002,3.145,2.463
BRN,1995,16.14,-19.794,,0.287,,7.153,4.479,5.967
BRN,1996,18.79,-8.704,,0.295,,7.204,2.878,1.996
BRN,1997,17.215,-11.793,,0.302,,7.043,-1.471,1.712
BRN,1998,14.042,-23.997,,0.31,,5.353,-0.559,-0.441
BRN,1999,26.731,-18.255,,0.317,,5.779,3.052,-0.416
BRN,2000,45.089,6.86,,0.325,,6.65,10.964,1.558
BRN,2001,31.441,2.585,,0.333,,6.206,1.466,0.596
BRN,2002,27.116,-4.613,,0.34,,6.475,3.961,-2.315
BRN,2003,34.188,8.061,,0.346,,7.266,3.583,0.3
BRN,2004,33.042,8.565,,0.352,,8.723,0.105,0.814
BRN,2005,38.183,16.009,,0.359,,10.561,-0.004,1.244
BRN,2006,41.145,19.78,0.594,0.365,,12.71,4.098,0.16
BRN,2007,35.579,3.119,0.685,0.37,,13.571,-3.764,0.968
BRN,2008,43.508,36.14,0.942,0.375,,15.949,-3.901,2.085
BRN,2009,33.445,3.61,1.11,0.38,,11.892,-1.9,1.036
BRN,2010,36.596,7.612,1.113,0.387,,13.707,2.743,0.357
BRN,2011,34.711,25.632,2.129,0.393,2.7,18.525,3.744,0.138
BRN,2012,29.838,15.786,2.101,0.399,6.941,19.048,0.913,0.112
BRN,2013,20.881,13.025,2.209,0.403,6.916,18.094,-2.125,0.389
BRN,2014,30.709,3.576,3.231,0.408,6.88,17.098,-2.508,-0.207
BRN,2015,16.679,-14.523,2.953,0.412,6.97,12.93,-0.392,-0.488
BRN,2016,12.894,-21.68,3.005,0.417,7.785,11.4,-2.478,-0.279
BRN,2017,16.362,-10.397,2.825,0.426,8.383,12.128,1.329,-1.261
BRN,2018,6.928,-3.587,2.586,0.437,9.3,13.567,0.052,1.025
BRN,2019,6.636,-3.689,2.575,0.451,8.7,13.469,3.869,-0.391
BRN,2020,4.279,-15.772,2.857,0.442,6.823,12.006,1.134,1.94
BRN,2021,11.138,-8.164,2.514,0.441,7.3,14.006,-1.591,1.733
BRN,2022,19.516,2.531,2.057,0.445,4.906,16.682,-1.628,3.682
BRN,2023,12.876,-10.862,2.334,0.451,5.156,15.095,1.128,0.357
BRN,2024,14.419,-10.198,2.29,0.456,5.197,15.463,4.053,-0.389
BRN,2025,16.433,-11.074,2.333,0.46,4.8,15.565,1.797,0.4
BRN,2026,16.555,-11.46,2.259,0.465,4.748,16.457,2.427,0.6
BRN,2027,16.486,-10.934,2.116,0.47,4.748,17.575,2.618,0.9
BRN,2028,16.203,-10.792,2.013,0.475,4.748,18.477,2.87,1.0
BRN,2029,16.025,-9.989,1.907,0.48,4.748,19.506,3.129,1.0
BRN,2030,16.388,-9.35,1.82,0.485,4.748,20.442,2.911,1.0
BTN,1980,10.942,,,0.422,,0.132,4.995,12.504
BTN,1981,3.389,,,0.433,,0.143,13.589,4.967
BTN,1982,-47.272,,,0.445,,0.15,8.195,9.918
BTN,1983,-48.451,,,0.455,,0.162,7.337,12.137
BTN,1984,-55.91,,,0.466,,0.168,7.616,13.046
BTN,1985,-44.739,,,0.479,,0.174,4.349,8.001
BTN,1986,-47.166,,,0.495,,0.197,7.954,5.177
BTN,1987,-34.824,-0.477,,0.512,,0.238,20.229,7.044
BTN,1988,-20.717,1.501,,0.528,,0.273,15.079,8.183
BTN,1989,-26.001,-9.907,,0.542,,0.272,6.194,8.864
BTN,1990,-9.521,-6.384,,0.548,,0.293,9.098,9.408
BTN,1991,-9.736,0.208,,0.547,,0.254,4.896,10.345
BTN,1992,-28.285,-2.668,,0.54,,0.248,2.083,8.144
BTN,1993,-15.379,7.5,60.207,0.53,,0.26,3.192,9.595
BTN,1994,-12.952,2.079,53.191,0.523,,0.263,2.232,9.497
BTN,1995,14.731,1.062,38.748,0.52,,0.308,6.019,7.084
BTN,1996,14.014,4.729,36.846,0.524,,0.324,5.971,8.779
BTN,1997,5.04,1.714,32.977,0.532,,0.362,5.544,8.551
BTN,1998,9.732,4.182,36.401,0.546,,0.398,6.009,7.591
BTN,1999,2.159,3.349,39.229,0.561,,0.418,7.087,9.058
BTN,2000,-8.735,-0.813,44.029,0.576,,0.454,6.934,7.183
BTN,2001,-8.276,-11.815,52.352,0.594,,0.474,7.04,3.724
BTN,2002,-15.63,-3.874,57.708,0.611,,0.517,9.516,2.939
BTN,2003,-22.344,-9.626,68.5,0.627,1.8,0.616,9.049,2.472
BTN,2004,-17.367,2.492,76.03,0.642,2.5,0.7,6.423,3.346
BTN,2005,-28.756,-5.824,80.84,0.657,3.1,0.818,6.069,4.823
BTN,2006,-4.328,0.874,80.124,0.668,3.2,0.876,6.266,4.93
BTN,2007,7.835,1.73,67.253,0.677,3.7,1.071,11.016,5.246
BTN,2008,-8.212,0.582,60.566,0.686,3.85,1.359,9.886,6.3
BTN,2009,-5.964,2.047,61.036,0.694,4.0,1.273,6.133,7.127
BTN,2010,-20.849,4.368,55.813,0.702,3.3,1.529,9.878,4.826
BTN,2011,-35.057,-0.919,62.331,0.709,3.1,1.88,10.018,8.552
BTN,2012,-19.749,-0.195,71.471,0.717,2.1,1.966,6.638,10.115
BTN,2013,-23.483,-2.136,87.441,0.725,2.9,1.995,3.334,8.109
BTN,2014,-24.999,4.188,89.788,0.733,2.6,1.962,3.705,9.599
BTN,2015,-25.513,1.022,90.157,0.74,2.5,2.159,6.155,6.667
BTN,2016,-29.006,-0.897,102.987,0.747,2.1,2.252,7.514,3.291
BTN,2017,-21.962,-3.27,104.079,0.753,3.138,2.462,5.855,4.339
BTN,2018,-17.42,-0.274,103.394,0.759,3.4,2.651,3.505,3.623
BTN,2019,-19.187,-0.614,100.775,0.765,2.72,2.618,4.648,2.815
BTN,2020,-14.79,-1.363,116.01,0.77,5.03,2.586,-2.455,3.037
BTN,2021,-11.154,-4.797,124.47,0.775,4.8,2.621,-3.293,8.22
BTN,2022,-29.543,-5.57,119.859,0.78,5.9,2.866,4.826,5.946
BTN,2023,-36.966,-3.034,117.051,0.785,3.5,2.923,5.044,4.535
BTN,2024,-23.616,1.802,110.442,0.79,,3.098,4.247,4.26
BTN,2025,-16.803,-0.701,105.612,0.795,,3.408,6.79,2.422
BTN,2026,-18.01,-2.535,121.111,0.801,,3.771,7.429,3.4
BTN,2027,-20.861,-1.447,124.429,0.806,,4.109,5.537,3.85
BTN,2028,-23.748,-1.216,125.559,0.811,,4.484,5.599,4.0
BTN,2029,-24.214,-0.613,141.06,0.816,,4.961,7.008,4.0
BTN,2030,-22.293,0.958,134.569,0.822,,5.463,6.462,4.0
BWA,1980,-12.862,,,0.963,,1.174,12.02,12.127
BWA,1981,-29.293,,,0.981,,1.037,8.154,16.3
BWA,1982,-13.222,,,1.017,,1.094,15.874,11.2
BWA,1983,-6.533,,,1.055,,1.208,10.793,10.5
BWA,1984,-4.896,,,1.093,,1.2,6.517,8.6
BWA,1985,7.334,,,1.134,,1.117,7.695,8.1
BWA,1986,7.173,,,1.176,,1.515,8.616,10.0
BWA,1987,26.479,,,1.219,,2.374,14.89,9.8
BWA,1988,6.293,,,1.263,,3.082,23.42,8.4
BWA,1989,14.297,,,1.309,,3.441,4.665,11.6
BWA,1990,-0.508,,,1.358,,3.799,8.787,11.4
BWA,1991,7.967,,,1.399,,3.802,6.237,12.6
BWA,1992,5.033,,,1.439,,3.928,-0.208,16.5
BWA,1993,10.79,,,1.48,,3.957,4.027,14.4
BWA,1994,5.206,,,1.519,,4.258,-0.786,10.6
BWA,1995,6.236,,,1.558,,4.805,8.453,10.5
BWA,1996,10.049,,,1.595,,4.926,2.466,10.1
BWA,1997,14.398,,,1.631,,5.011,7.106,8.9
BWA,1998,3.53,,11.306,1.666,,4.808,-1.622,6.51
BWA,1999,10.778,5.666,9.311,1.698,,5.413,8.035,7.816
BWA,2000,9.594,8.319,8.161,1.727,,5.682,4.271,8.534
BWA,2001,10.9,-3.206,7.475,1.762,,5.46,2.348,6.565
BWA,2002,4.881,-4.359,8.372,1.795,,5.395,7.434,8.026
BWA,2003,9.597,-0.216,7.077,1.827,,7.469,5.388,9.185
BWA,2004,3.592,2.29,10.749,1.859,,8.819,1.397,6.988
BWA,2005,16.247,10.748,7.46,1.893,,9.833,4.972,8.61
BWA,2006,19.665,13.607,6.136,1.929,,9.919,6.034,11.553
BWA,2007,15.657,6.005,5.931,1.967,,10.566,5.793,7.077
BWA,2008,1.393,-7.299,7.795,2.007,,10.731,3.252,12.623
BWA,2009,-6.406,-13.334,22.427,2.049,,10.118,-14.144,8.108
BWA,2010,-5.888,-7.411,26.547,2.092,,12.637,10.122,6.95
BWA,2011,-0.873,0.418,27.892,2.134,,15.111,6.839,8.473
BWA,2012,-5.902,1.464,26.448,2.175,,13.907,-0.171,7.537
BWA,2013,4.531,5.374,23.774,2.217,,14.272,11.103,5.882
BWA,2014,11.075,4.2,23.936,2.26,,15.47,5.697,4.415
BWA,2015,2.226,-4.265,24.453,2.305,,13.531,-4.851,3.054
BWA,2016,7.973,0.921,22.341,2.352,,15.083,7.202,2.81
BWA,2017,5.586,-0.587,19.591,2.402,,16.105,4.113,3.296
BWA,2018,0.393,-4.478,19.642,2.451,,17.032,4.19,3.241
BWA,2019,-6.917,-7.883,21.511,2.5,,16.696,3.033,2.745
BWA,2020,-9.826,-10.221,23.508,2.546,,14.93,-8.726,1.89
BWA,2021,-1.765,-1.832,22.282,2.588,,18.75,11.913,6.679
BWA,2022,-0.595,0.622,20.989,2.63,,20.321,5.486,12.181
BWA,2023,1.488,-3.293,22.505,2.675,,19.411,3.208,5.137
BWA,2024,-4.242,-6.757,29.867,2.72,,19.356,-2.99,2.82
BWA,2025,-7.6,-8.562,38.798,2.763,,19.186,-0.877,3.361
BWA,2026,-5.923,-6.81,44.816,2.806,,20.708,2.288,4.75
BWA,2027,-4.492,-4.927,49.052,2.849,,22.333,4.593,4.5
BWA,2028,-2.909,-4.155,51.708,2.89,,24.136,4.999,4.5
BWA,2029,-1.864,-3.421,53.817,2.932,,26.386,4.894,4.5
BWA,2030,-1.085,-3.521,56.052,2.973,,28.775,4.945,4.5
CAF,1980,-6.028,,,2.205,,0.714,-2.995,13.3
CAF,1981,-0.562,,,2.271,,0.743,12.954,14.66
CAF,1982,-5.929,,,2.329,,0.719,-3.572,13.243
CAF,1983,-4.248,,,2.386,,0.69,-6.027,14.558
CAF,1984,-4.989,,,2.443,,0.67,9.912,2.604
CAF,1985,-5.507,,,2.51,,0.883,3.733,10.457
CAF,1986,-7.472,,,2.597,,1.158,7.193,2.411
CAF,1987,-5.759,,,2.651,,1.275,,-6.986
CAF,1988,-2.522,-2.075,,2.687,,1.372,1.718,-3.934
CAF,1989,-2.468,-2.026,,2.741,,1.354,3.79,0.645
CAF,1990,-5.67,-5.57,,2.827,,1.572,1.364,-0.203
CAF,1991,-4.122,-6.912,,2.917,,1.498,-0.799,-2.848
CAF,1992,-4.786,-5.981,,3.01,,1.494,-4.923,-0.757
CAF,1993,-0.488,-4.237,,3.108,,1.309,-1.198,-2.909
CAF,1994,-2.757,-5.224,,3.208,,0.858,12.572,24.55
CAF,1995,-8.306,-2.577,,3.308,,1.117,3.166,19.2
CAF,1996,-3.336,0.942,,3.388,,1.0,-6.157,3.842
CAF,1997,-2.522,-0.185,96.137,3.484,,0.979,4.105,1.623
CAF,1998,-6.089,1.365,85.321,3.579,,1.036,3.34,-2.024
CAF,1999,-1.72,0.948,84.162,3.678,,1.039,2.887,-1.554
CAF,2000,-1.457,-0.139,94.679,3.781,,0.868,-3.581,3.365
CAF,2001,-1.856,0.548,103.115,3.886,,0.899,2.609,4.083
CAF,2002,-1.66,0.384,98.518,3.953,,0.983,2.091,2.266
CAF,2003,-2.129,-2.003,95.886,4.059,,1.188,-2.249,4.386
CAF,2004,-1.706,-0.934,99.724,4.147,,1.31,-0.096,-2.593
CAF,2005,-6.235,-3.46,102.962,4.239,,1.413,2.931,2.879
CAF,2006,-2.872,9.486,46.75,4.339,,1.538,4.754,6.888
CAF,2007,-6.025,2.513,47.851,4.416,,1.755,4.031,0.867
CAF,2008,-9.71,0.847,35.766,4.509,,2.033,2.613,9.25
CAF,2009,-8.705,0.969,20.3,4.609,,2.059,2.812,3.581
CAF,2010,-9.418,-0.386,19.883,4.449,,2.141,4.631,1.486
CAF,2011,-6.819,-1.542,19.686,4.537,,2.435,4.195,1.194
CAF,2012,-5.585,0.095,31.533,4.593,,2.512,5.054,5.889
CAF,2013,-2.935,-1.71,51.79,4.628,,1.692,-36.392,3.971
CAF,2014,-12.315,-2.469,57.526,4.656,,2.051,0.08,17.775
CAF,2015,-8.277,-0.045,54.357,4.59,,1.866,4.338,1.403
CAF,2016,-4.931,1.673,49.285,4.669,,1.995,4.75,4.946
CAF,2017,-7.384,-0.704,47.381,4.759,,2.198,4.528,4.18
CAF,2018,-7.656,-0.547,47.868,4.828,,2.383,3.2,1.612
CAF,2019,-4.552,1.649,44.888,4.929,,2.444,4.1,2.752
CAF,2020,-7.907,-2.94,42.767,4.961,,2.48,1.031,0.881
CAF,2021,-10.777,-5.534,46.94,5.093,,2.672,-0.284,4.259
CAF,2022,-12.61,-4.829,49.913,5.131,,2.515,0.814,5.579
CAF,2023,-8.815,-2.861,55.641,5.065,,2.721,-0.091,2.98
CAF,2024,-9.083,-4.221,60.659,5.331,,2.831,1.921,1.475
CAF,2025,-7.095,-1.316,57.143,5.513,,3.3,2.998,4.569
CAF,2026,-4.051,1.002,52.541,5.699,,3.708,3.272,3.282
CAF,2027,-3.051,1.051,47.604,5.888,,4.098,3.621,2.879
CAF,2028,-1.934,1.243,43.565,6.082,,4.429,3.809,2.885
CAF,2029,-2.785,-1.426,41.25,6.28,,4.79,3.74,3.145
CAF,2030,-2.51,-0.714,37.875,6.478,,5.212,3.929,3.295
CAN,1980,-2.205,-2.67,44.59,24.471,7.517,276.064,2.163,10.183
CAN,1981,-4.18,-2.208,46.077,24.785,7.617,307.246,3.503,12.462
CAN,1982,0.485,-5.244,51.707,25.083,11.1,314.639,-3.166,10.803
CAN,1983,-0.838,-6.243,57.211,25.336,12.0,341.863,2.562,5.816
CAN,1984,-0.457,-5.614,60.213,25.577,11.375,356.728,5.899,4.339
CAN,1985,-1.659,-5.722,65.166,25.813,10.508,366.184,4.738,3.951
CAN,1986,-3.06,-3.469,69.323,26.067,9.608,379.015,2.121,4.174
CAN,1987,-3.223,-1.661,69.761,26.398,8.8,433.14,4.072,4.365
CAN,1988,-3.06,-0.418,69.745,26.751,7.775,509.38,4.411,4.031
CAN,1989,-3.956,-0.218,70.987,27.215,7.508,567.225,2.337,4.984
CAN,1990,-3.432,-0.858,73.744,27.632,8.15,596.089,0.203,4.78
CAN,1991,-3.729,-3.166,81.658,27.987,10.317,612.514,-2.091,5.626
CAN,1992,-3.607,-3.973,88.23,28.324,11.217,594.376,0.89,1.49
CAN,1993,-3.837,-3.726,94.73,28.651,11.375,579.059,2.658,1.865
