country_code,year,BCA_NGDPD,GGXONLB_NGDP,GGXWDG_NGDP,LP,LUR,NGDPD,NGDP_RPCH,PCPIPCH
ABW,1986,,,,0.081,19.6,,,
ABW,1987,,,,0.085,14.5,,16.079,3.639
ABW,1988,,,,0.088,5.0,,18.64,3.121
ABW,1989,,,,0.089,1.5,,12.095,3.989
ABW,1990,,,,0.09,1.3,,3.977,5.838
ABW,1991,,,,0.091,6.078,,7.975,5.553
ABW,1992,,,,0.092,6.428,,5.875,3.87
ABW,1993,,,,0.092,6.022,,7.304,5.219
ABW,1994,,,,0.094,6.43,,8.207,6.284
ABW,1995,,0.339,55.095,0.096,5.983,1.321,2.5,3.413
ABW,1996,,-1.1,54.771,0.099,7.169,1.38,1.257,3.169
ABW,1997,,-0.851,51.068,0.1,7.446,1.532,7.018,3.006
ABW,1998,,1.447,41.039,0.1,3.25,1.665,1.989,1.865
ABW,1999,-25.271,1.538,39.288,0.101,4.793,1.723,1.371,2.274
ABW,2000,11.345,1.885,38.613,0.102,6.923,1.873,7.684,4.074
ABW,2001,16.35,0.554,44.326,0.102,6.5,1.896,4.182,2.884
ABW,2002,-16.996,-1.757,47.079,0.103,8.1,1.962,-0.945,3.316
ABW,2003,-8.182,3.143,40.848,0.105,11.4,2.044,1.111,3.655
ABW,2004,12.156,-6.404,42.543,0.106,9.5,2.255,7.294,2.53
ABW,2005,4.908,-0.959,45.093,0.107,8.8,2.36,-0.383,3.397
ABW,2006,12.702,-0.339,45.518,0.109,9.3,2.47,1.127,3.61
ABW,2007,9.687,1.185,44.558,0.109,5.708,2.678,3.09,5.389
ABW,2008,0.018,4.21,40.31,0.109,6.9,2.843,1.836,8.96
ABW,2009,6.935,-0.084,48.785,0.109,10.3,2.554,-11.678,-2.137
ABW,2010,-18.737,-0.597,54.662,0.109,10.6,2.454,-2.733,2.078
ABW,2011,-10.02,-3.518,59.347,0.108,8.9,2.638,3.369,4.375
ABW,2012,3.602,-5.738,65.533,0.107,9.6,2.615,-1.041,0.571
ABW,2013,-11.957,-2.679,70.032,0.107,7.6,2.728,6.431,-2.372
ABW,2014,-4.797,-3.703,77.709,0.108,7.5,2.791,1.411,0.423
ABW,2015,3.881,2.301,74.177,0.108,7.3,2.963,3.611,0.473
ABW,2016,4.557,2.625,75.387,0.109,7.7,2.984,1.229,-0.929
ABW,2017,0.959,1.438,75.825,0.109,8.9,3.092,3.485,-1.028
ABW,2018,-0.53,1.132,73.31,0.109,7.3,3.276,3.215,3.625
ABW,2019,0.193,3.588,72.086,0.109,5.2,3.347,1.228,3.938
ABW,2020,-17.302,-11.576,117.028,0.109,8.6,2.456,-23.986,-1.312
ABW,2021,-2.27,-5.207,110.656,0.109,8.8,2.855,14.697,0.744
ABW,2022,6.522,3.691,97.752,0.109,4.3,3.266,5.147,5.522
ABW,2023,5.577,7.003,82.463,0.109,4.0,3.769,7.712,3.363
ABW,2024,9.531,7.915,70.163,0.109,4.27,4.192,6.799,1.712
ABW,2025,10.065,5.292,67.129,0.109,4.373,4.319,2.04,0.771
ABW,2026,9.16,4.876,63.927,0.109,4.563,4.471,2.166,2.114
ABW,2027,8.454,4.698,60.583,0.109,4.758,4.658,1.997,2.145
ABW,2028,7.871,4.653,57.695,0.109,4.833,4.83,1.465,2.254
ABW,2029,7.321,4.507,54.836,0.109,4.833,5.012,1.421,2.286
ABW,2030,6.718,4.304,52.137,0.109,4.833,5.193,1.336,2.289
AFG,2002,33.908,,345.977,21.0,,4.367,,
AFG,2003,29.616,,270.602,22.645,,4.553,8.692,35.663
AFG,2004,37.216,,244.967,23.554,,5.146,0.671,16.358
AFG,2005,30.226,-0.87,206.356,24.411,,6.167,11.83,10.569
AFG,2006,20.844,0.724,22.985,25.443,,6.925,5.361,6.785
AFG,2007,63.39,-2.431,20.137,25.903,,8.556,13.34,8.681
AFG,2008,33.769,-3.845,19.057,26.427,,10.297,3.863,26.419
AFG,2009,41.587,-1.742,16.247,27.385,,12.066,20.585,-6.811
AFG,2010,29.43,0.945,7.713,28.19,,15.325,8.438,2.179
AFG,2011,26.574,-0.573,7.516,29.249,,17.89,6.479,11.804
AFG,2012,10.864,0.257,6.772,30.466,,20.293,13.968,6.441
AFG,2013,1.444,-0.544,6.917,31.541,,20.17,5.683,7.386
AFG,2014,6.549,-1.685,8.7,32.716,,20.616,2.697,4.674
AFG,2015,3.709,-1.326,9.154,33.753,,20.057,0.988,-0.662
AFG,2016,9.029,0.192,8.437,34.636,,18.02,2.164,4.384
AFG,2017,7.576,-0.604,7.998,35.643,,18.883,2.647,4.976
AFG,2018,12.143,1.694,7.384,36.687,,18.336,1.189,0.626
AFG,2019,11.705,-1.019,6.136,37.769,,18.876,3.912,2.302
AFG,2020,13.974,-2.206,7.331,38.972,,20.136,-2.351,5.607
AFG,2021,-0.056,-0.462,11.151,40.099,,14.278,-14.542,7.762
AFG,2022,-18.532,-0.989,10.751,40.8,,14.501,-6.24,10.6
AFG,2023,-20.306,-1.159,8.415,42.2,,17.248,2.267,-7.714
AFG,2024,,-0.494,8.804,43.373,,18.08,1.75,-4.263
AGO,1980,0.8,,,8.272,,8.73,2.406,46.708
AGO,1981,-2.241,,,8.495,,8.17,-4.4,1.391
AGO,1982,-6.053,,,8.72,,8.17,,1.833
AGO,1983,-4.22,,,8.948,,8.514,4.2,1.833
AGO,1984,-1.892,,,9.185,,9.025,6.0,1.833
AGO,1985,1.754,,,10.35,,11.119,3.5,1.833
AGO,1986,-2.911,,,10.646,,10.411,2.9,1.833
AGO,1987,3.756,,,10.918,,11.9,4.083,1.833
AGO,1988,-3.633,,,11.214,,12.909,6.129,1.833
AGO,1989,-0.879,,,11.521,,15.017,0.042,1.833
AGO,1990,-1.425,,,11.829,,16.529,-3.45,1.833
AGO,1991,-3.617,,,12.229,,16.022,12.084,85.265
AGO,1992,-5.948,,,12.633,,12.354,11.403,299.097
AGO,1993,-7.456,,,13.038,,8.966,10.969,1379.476
AGO,1994,-5.205,,,13.462,,6.529,10.511,949.771
AGO,1995,-3.621,,,13.912,,8.148,10.364,2672.23
AGO,1996,31.078,13.258,,14.383,,10.51,11.208,4146.01
AGO,1997,-7.158,4.81,,14.871,,12.344,7.274,221.492
AGO,1998,-17.844,0.201,,15.367,,10.464,4.691,107.429
AGO,1999,-17.285,-2.876,,15.871,,9.895,2.181,248.248
AGO,2000,6.291,5.938,118.243,16.394,,12.646,3.055,325.029
AGO,2001,-11.56,6.401,100.221,16.942,,12.378,4.206,152.586
AGO,2002,-0.867,-0.184,65.107,17.516,,17.312,13.666,108.893
AGO,2003,-3.537,-2.85,50.76,18.124,,20.342,3.49,98.219
AGO,2004,2.523,2.708,41.627,18.771,,26.998,11.42,43.525
AGO,2005,12.411,7.75,29.886,19.451,,41.397,14.15,22.961
AGO,2006,18.225,9.547,16.726,20.162,,58.654,11.84,13.305
AGO,2007,14.487,4.811,18.804,20.91,,73.038,13.0,12.249
AGO,2008,7.282,-2.141,28.122,21.692,,98.79,10.79,12.465
AGO,2009,-9.267,-5.204,48.448,22.508,,81.705,2.0,13.721
AGO,2010,7.856,3.997,32.594,23.364,,95.547,5.29,14.48
AGO,2011,10.422,7.998,26.318,24.259,,125.552,3.59,13.484
AGO,2012,9.649,4.453,23.805,25.188,,143.573,8.5,10.285
AGO,2013,5.429,0.398,29.473,26.147,,153.761,4.88,8.782
AGO,2014,-2.279,-4.144,35.274,27.128,,164.448,4.66,7.298
AGO,2015,-7.802,-1.003,50.386,28.128,,131.661,0.76,9.159
AGO,2016,-2.688,-1.478,66.67,29.155,,114.764,-1.7,30.694
AGO,2017,-0.453,-2.586,60.492,30.209,,139.835,-0.14,29.844
AGO,2018,6.483,6.234,82.541,31.274,,114.189,-0.59,19.629
AGO,2019,5.427,5.674,101.373,32.354,,94.671,-0.2,17.079
AGO,2020,1.311,4.32,119.145,33.428,,66.521,-4.04,22.277
AGO,2021,9.955,7.987,74.292,34.504,,84.375,2.1,25.765
AGO,2022,8.258,4.055,56.108,35.589,,142.442,4.22,21.36
AGO,2023,3.721,3.464,72.41,36.684,,112.483,1.263,13.639
AGO,2024,5.448,3.93,59.913,37.968,,115.214,4.424,28.232
AGO,2025,0.94,1.609,62.366,39.297,,115.167,2.09,21.635
AGO,2026,0.472,1.588,63.232,40.672,,109.855,2.078,16.302
AGO,2027,0.63,1.578,63.473,42.096,,114.798,2.506,11.513
AGO,2028,0.888,1.762,62.779,43.569,,122.168,2.86,10.034
AGO,2029,0.892,1.605,61.828,45.094,,130.394,2.971,10.034
AGO,2030,0.948,1.539,60.86,46.673,,139.542,3.084,9.816
ALB,1980,0.054,,,2.672,5.028,1.946,2.684,
ALB,1981,-0.455,,,2.726,4.224,2.229,5.7,
ALB,1982,-2.264,,,2.784,2.813,2.296,2.9,
ALB,1983,-1.583,,,2.844,3.335,2.319,1.1,
ALB,1984,-1.316,,,2.904,4.41,2.29,2.0,
ALB,1985,-1.158,,,2.965,5.853,2.339,-1.5,
ALB,1986,0.057,,,3.023,5.43,2.587,5.6,
ALB,1987,0.265,,,3.084,5.164,2.566,-0.8,
ALB,1988,-0.986,,,3.142,6.033,2.53,-1.4,
ALB,1989,-2.691,,,3.228,6.721,2.779,9.8,
ALB,1990,-4.313,,,3.287,8.457,2.221,-10.0,-0.18
ALB,1991,-12.368,,,3.267,8.9,1.333,-28.0,35.717
ALB,1992,-8.185,,,3.247,26.5,0.843,-7.2,225.996
ALB,1993,1.674,,,3.227,22.3,1.461,9.6,85.005
ALB,1994,-3.706,,,3.208,18.4,2.361,9.4,22.565
ALB,1995,-1.968,,,3.188,12.9,2.882,8.9,7.794
ALB,1996,-7.894,,,3.168,12.3,3.2,9.1,12.734
ALB,1997,-13.245,-6.424,72.194,3.148,14.9,2.225,-10.924,33.167
ALB,1998,-6.958,-0.863,71.184,3.129,17.7,2.555,8.829,20.646
ALB,1999,-1.936,-1.129,68.183,3.109,18.4,3.226,12.891,0.389
ALB,2000,-7.061,-1.872,63.769,3.089,16.8,3.488,6.946,0.039
ALB,2001,-6.316,-2.645,60.613,3.06,16.44,3.927,8.293,3.12
ALB,2002,-10.161,-2.155,64.097,3.051,15.751,4.356,4.537,5.202
ALB,2003,-7.764,-0.606,60.245,3.04,15.0,5.561,5.529,2.363
ALB,2004,-5.855,-1.31,57.474,3.027,14.4,7.177,5.515,2.867
ALB,2005,-9.106,-0.221,58.203,3.011,14.1,8.052,5.526,2.363
ALB,2006,-6.656,-0.398,56.688,2.993,13.8,8.896,5.903,2.37
ALB,2007,-10.58,-0.535,53.55,2.97,13.4,10.677,5.983,2.96
ALB,2008,-15.768,-1.987,55.14,2.947,13.1,12.881,7.5,3.31
ALB,2009,-15.383,-3.413,59.666,2.928,13.8,12.044,3.354,2.231
ALB,2010,-11.321,-0.164,57.72,2.913,14.0,11.937,3.707,3.615
ALB,2011,-12.917,-0.355,59.413,2.905,14.0,12.899,2.545,3.443
ALB,2012,-10.202,-0.327,62.144,2.9,13.4,12.324,1.418,2.036
ALB,2013,-9.253,-2.005,70.391,2.895,15.9,12.784,1.002,1.925
ALB,2014,-10.797,-2.585,71.992,2.889,17.5,13.246,1.774,1.613
ALB,2015,-8.609,-1.624,73.716,2.881,17.1,11.389,2.228,1.868
ALB,2016,-7.572,0.965,73.324,2.876,15.2,11.862,3.909,1.287
ALB,2017,-7.492,0.652,71.895,2.873,13.7,13.053,3.283,1.985
ALB,2018,-6.656,0.602,68.464,2.866,12.3,15.38,3.671,2.029
ALB,2019,-7.482,0.131,66.575,2.854,11.47,15.582,2.063,1.411
ALB,2020,-8.614,-4.588,75.381,2.838,11.675,15.271,-3.314,1.621
ALB,2021,-7.676,-2.652,74.795,2.812,11.5,17.985,8.97,2.043
ALB,2022,-5.842,-1.796,65.198,2.778,10.8,19.189,4.827,6.726
ALB,2023,-1.204,0.694,57.975,2.75,9.5,23.633,4.015,4.769
ALB,2024,-2.425,1.438,56.03,2.722,8.8,27.084,4.046,2.225
ALB,2025,-2.386,0.364,54.117,2.695,8.7,29.939,3.358,2.273
ALB,2026,-2.736,0.391,52.711,2.668,8.7,32.411,3.572,2.811
ALB,2027,-2.894,0.392,51.343,2.642,8.7,34.208,3.546,2.987
ALB,2028,-2.977,0.392,50.036,2.615,8.7,36.358,3.481,2.974
ALB,2029,-2.68,0.401,48.708,2.589,8.7,38.657,3.513,2.999
ALB,2030,-2.649,0.527,47.199,2.563,8.7,41.115,3.497,2.999
AND,2000,,,,,,1.429,,
AND,2001,,,15.774,,,1.547,8.119,
AND,2002,,,15.266,,,1.758,4.546,3.127
AND,2003,,,15.163,,,2.362,8.694,3.056
AND,2004,,,15.105,,,2.896,8.136,2.906
AND,2005,,,14.76,,,3.158,5.398,3.527
AND,2006,,,17.165,,,3.456,4.809,3.682
AND,2007,,,20.872,,,3.952,1.553,2.659
AND,2008,,,27.749,,,4.082,-5.559,4.347
AND,2009,,,33.512,,,3.675,-5.303,-1.217
AND,2010,,,35.02,0.07,3.0,3.446,-1.975,1.706
AND,2011,,,36.493,0.07,3.675,3.625,-0.008,2.552
AND,2012,,,41.532,0.07,5.95,3.189,-4.974,1.467
AND,2013,,,42.533,0.07,6.225,3.193,-3.548,0.475
AND,2014,,,42.025,0.071,5.3,3.267,2.504,-0.096
AND,2015,,,40.955,0.072,3.875,2.789,1.434,-1.132
AND,2016,,,39.773,0.073,3.3,2.895,3.71,-0.422
AND,2017,,,37.854,0.075,2.35,2.993,0.346,2.586
AND,2018,,,36.344,0.076,1.775,3.217,1.589,0.996
AND,2019,18.01,,35.365,0.078,2.075,3.155,2.016,0.53
AND,2020,15.526,,46.353,0.078,2.925,2.885,-11.184,0.092
AND,2021,15.022,,48.614,0.08,3.275,3.325,8.287,1.677
AND,2022,11.643,,38.907,0.082,2.1,3.376,9.565,6.203
AND,2023,14.221,,35.467,0.085,1.525,3.786,2.584,5.607
AND,2024,15.008,,33.234,0.087,1.475,4.038,3.373,3.074
AND,2025,15.232,,31.725,0.089,1.6,4.408,2.4,2.182
AND,2026,15.267,,30.699,0.091,1.6,4.715,1.6,1.775
AND,2027,15.292,,29.744,0.093,1.6,4.855,1.5,1.7
AND,2028,15.303,,29.285,0.096,1.6,5.001,1.5,1.7
AND,2029,15.357,,28.824,0.098,1.6,5.157,1.5,1.7
AND,2030,15.368,,28.363,0.1,1.6,5.318,1.5,1.7
ARE,1980,24.18,,,1.01,,41.725,-1.78,10.066
ARE,1981,23.166,,,1.1,,46.461,8.024,7.946
ARE,1982,16.202,,,1.17,,43.205,-7.188,7.083
ARE,1983,13.284,,,1.21,,39.588,-5.25,1.297
ARE,1984,19.019,,,1.31,,39.245,4.451,2.433
ARE,1985,17.949,,,1.38,,38.519,-2.522,3.5
ARE,1986,7.791,,,1.44,,30.526,-19.269,5.435
ARE,1987,11.094,,,1.5,,33.519,5.304,5.498
ARE,1988,7.416,,,1.79,,34.069,-2.623,4.995
ARE,1989,10.003,,,1.86,,39.325,15.733,2.792
ARE,1990,15.671,,,1.844,,50.682,23.562,0.604
ARE,1991,2.755,5.448,,1.928,,49.3,2.176,3.4
ARE,1992,4.377,3.6,,2.011,,51.952,3.144,6.383
ARE,1993,5.842,-2.87,,2.083,,52.144,0.262,5.273
ARE,1994,0.05,-1.783,,2.23,,57.395,7.449,5.699
ARE,1995,0.17,3.586,,2.411,,63.432,6.629,4.33
ARE,1996,5.973,0.924,,2.443,,72.853,5.399,2.976
ARE,1997,11.26,6.712,,2.58,,77.167,8.567,2.966
ARE,1998,3.943,0.997,,2.834,,75.304,0.878,1.994
ARE,1999,6.448,1.307,4.727,3.033,,84.42,3.83,2.1
ARE,2000,16.307,10.728,3.12,3.169,,102.987,12.322,1.348
ARE,2001,9.072,1.298,2.69,3.346,,103.312,1.399,2.8
ARE,2002,3.316,-1.21,3.427,3.546,,109.816,2.433,2.918
ARE,2003,5.783,2.356,3.332,3.866,,124.346,8.801,3.119
ARE,2004,6.43,6.456,4.08,4.23,,147.812,9.566,5.041
ARE,2005,13.165,16.024,4.482,4.585,,180.616,4.855,6.195
ARE,2006,17.315,20.151,5.052,4.91,,222.117,9.837,9.285
ARE,2007,7.631,17.133,8.892,5.595,,257.883,3.184,11.128
ARE,2008,7.059,17.671,8.949,6.498,,315.464,3.192,12.258
ARE,2009,3.095,-5.95,21.136,6.774,,253.547,-5.243,-4.725
ARE,2010,3.963,0.826,18.338,6.965,,307.736,7.931,0.879
ARE,2011,11.797,5.228,20.407,7.244,,368.881,6.736,0.876
ARE,2012,18.61,8.888,20.227,7.539,,392.793,4.683,0.663
ARE,2013,17.873,8.388,15.252,7.847,,409.633,4.918,1.104
ARE,2014,12.823,2.004,13.466,8.272,,424.936,4.633,2.346
ARE,2015,4.595,-6.155,15.611,8.738,,381.973,7.088,4.068
ARE,2016,3.458,-2.81,18.638,9.132,,381.717,5.658,1.619
ARE,2017,6.818,-0.029,21.167,9.315,,403.365,-1.061,1.966
ARE,2018,9.361,3.88,20.675,9.379,,440.56,1.537,3.071
ARE,2019,8.601,2.78,25.817,9.513,,433.926,1.271,-1.934
ARE,2020,5.908,-2.123,30.118,9.289,,357.162,-8.693,-2.076
ARE,2021,11.351,4.26,35.667,9.861,,422.441,4.553,-0.113
ARE,2022,12.999,10.311,31.513,10.289,,511.403,7.514,4.824
ARE,2023,13.117,6.451,31.909,10.679,,522.622,4.301,1.627
ARE,2024,14.482,6.968,34.944,10.999,,552.325,3.992,1.661
ARE,2025,13.183,5.853,33.953,11.083,,569.097,4.765,1.616
ARE,2026,12.303,5.547,31.925,11.165,,601.163,5.008,2.0
ARE,2027,11.524,5.439,30.088,11.245,,639.415,4.736,2.0
ARE,2028,10.972,5.326,28.737,11.323,,680.124,4.435,2.0
ARE,2029,10.872,5.204,27.158,11.398,,722.479,4.255,2.0
ARE,2030,10.862,5.108,26.625,11.472,,764.85,3.851,2.0
ARG,1980,-1.101,,,27.95,3.0,233.696,0.7,
ARG,1981,-3.014,,,28.45,5.0,189.802,-5.744,
ARG,1982,-3.095,,,28.93,4.5,94.25,-3.149,
ARG,1983,-2.095,,,29.34,5.0,116.267,3.733,
ARG,1984,-1.911,,,29.84,5.0,130.544,2.0,
ARG,1985,-0.966,,,30.35,6.25,98.599,-6.951,
ARG,1986,-2.411,,,30.74,6.3,118.565,7.146,
ARG,1987,-3.484,,,31.09,6.0,121.561,2.529,
ARG,1988,-1.104,,,31.47,6.5,142.386,-1.957,
ARG,1989,1.199,,,31.86,8.0,91.352,-7.007,
ARG,1990,2.952,,,32.53,7.6,158.024,-1.338,
ARG,1991,-0.202,,,32.97,6.48,211.979,10.498,
ARG,1992,-2.529,,24.961,33.42,7.112,255.787,10.299,
ARG,1993,-3.042,1.257,26.893,33.917,11.606,264.429,6.251,
ARG,1994,-3.815,0.147,28.426,34.353,13.348,287.835,5.83,
ARG,1995,-1.769,-0.408,30.749,34.779,18.904,288.497,-2.845,
ARG,1996,-2.352,-0.966,32.551,35.196,18.76,304.282,5.527,
ARG,1997,-3.753,0.252,31.676,35.604,16.808,327.436,8.111,
ARG,1998,-4.38,0.521,34.147,36.005,14.789,334.244,3.85,0.925
ARG,1999,-3.815,-0.659,38.917,36.399,16.061,316.998,-3.385,-1.167
ARG,2000,-2.878,0.211,40.833,36.784,17.134,317.759,-0.789,-0.939
ARG,2001,-1.316,-1.252,48.007,37.156,19.209,300.421,-4.409,-1.065
ARG,2002,7.666,0.235,147.203,37.516,22.45,112.458,-10.894,25.869
ARG,2003,5.597,3.226,125.162,37.87,17.25,142.431,8.955,13.443
ARG,2004,1.798,5.219,117.878,38.226,13.625,164.911,8.911,4.416
ARG,2005,2.473,5.152,80.282,38.592,11.575,199.273,8.852,9.642
ARG,2006,2.791,3.286,70.793,38.971,10.175,232.892,8.047,10.898
ARG,2007,2.101,2.55,62.133,39.356,8.475,287.921,9.008,8.83
ARG,2008,1.491,1.865,53.814,39.746,7.875,363.545,4.057,8.585
ARG,2009,2.167,-0.488,55.397,40.134,8.675,334.633,-5.919,6.27
ARG,2010,-0.382,-0.538,43.454,40.788,7.75,424.729,10.125,10.461
ARG,2011,-1.012,-1.587,38.935,41.261,7.15,527.644,6.004,9.775
ARG,2012,-0.369,-1.696,40.436,41.733,7.2,579.666,-1.026,10.043
ARG,2013,-2.147,-2.64,43.496,42.203,7.075,611.471,2.405,10.619
ARG,2014,-1.629,-3.5,44.697,42.67,7.25,563.614,-2.513,
ARG,2015,-2.743,-4.418,52.563,43.132,6.533,642.464,2.731,
ARG,2016,-2.713,-4.762,53.06,43.59,8.467,556.774,-2.08,
ARG,2017,-4.838,-4.228,57.028,44.045,8.35,643.861,2.819,25.675
ARG,2018,-5.164,-2.238,85.246,44.495,9.2,524.431,-2.617,34.277
ARG,2019,-0.781,-0.407,89.84,44.939,9.825,446.762,-2.001,53.548
ARG,2020,0.698,-6.24,103.816,45.377,11.55,385.218,-9.9,42.015
ARG,2021,1.363,-2.526,81.043,45.809,8.75,486.04,10.442,48.409
ARG,2022,-0.626,-1.728,84.303,46.235,6.825,633.52,6.021,72.431
ARG,2023,-3.198,-2.795,154.601,46.655,6.125,648.895,-1.856,133.489
ARG,2024,0.894,2.172,84.653,47.121,7.15,637.234,-1.343,219.885
ARG,2025,-1.183,1.77,78.841,47.592,7.5,683.371,4.465,41.263
ARG,2026,-0.385,2.743,73.553,48.068,6.625,667.922,3.99,16.378
ARG,2027,-0.16,3.189,68.862,48.549,6.5,710.438,3.97,8.547
ARG,2028,-0.178,3.463,65.477,49.034,6.5,754.27,3.846,7.473
ARG,2029,0.041,3.419,61.568,49.525,6.5,798.651,3.621,7.5
ARG,2030,0.3,3.371,58.317,50.02,6.5,842.591,3.207,7.5
ARM,1990,,,,3.51,,,,
ARM,1991,,,,3.51,,,,
ARM,1992,-46.28,,,3.45,,0.108,,
ARM,1993,-5.993,,,3.37,,0.835,-14.054,3731.8
ARM,1994,3.804,,,3.255,,0.648,5.4,5273.449
ARM,1995,-16.972,,,3.247,,1.287,8.197,176.743
ARM,1996,-18.202,,40.792,3.242,,1.597,5.881,18.653
ARM,1997,-19.315,,46.515,3.235,,1.639,3.244,14.034
ARM,1998,-21.992,,45.2,3.23,,1.892,7.277,8.687
ARM,1999,-16.937,,39.2,3.221,,1.845,3.385,0.723
ARM,2000,-15.781,,39.597,3.212,,1.912,5.567,-0.774
ARM,2001,-10.44,,38.061,3.2,38.4,2.118,9.6,3.16
ARM,2002,-6.219,,38.248,3.183,35.3,2.376,14.753,1.038
ARM,2003,-6.181,,33.016,3.165,31.2,2.807,14.041,4.682
ARM,2004,-2.204,,26.446,3.146,31.6,3.577,10.354,6.889
ARM,2005,-2.529,-1.517,24.405,3.127,31.2,4.9,13.805,0.569
ARM,2006,-2.395,-1.611,18.722,3.107,27.8,6.384,13.198,2.899
ARM,2007,-7.357,-2.018,16.102,3.087,28.7,9.206,13.749,4.409
ARM,2008,-14.225,-1.465,16.145,3.066,16.4,11.662,6.948,9.115
ARM,2009,-16.484,-7.171,40.161,3.037,18.7,8.648,-14.15,3.516
ARM,2010,-13.622,-4.107,39.667,3.02,19.0,9.26,2.2,8.152
ARM,2011,-10.44,-1.942,42.006,3.024,18.4,10.142,4.7,7.494
ARM,2012,-9.962,-0.551,41.225,3.022,17.3,10.619,7.134,2.492
ARM,2013,-7.297,-0.567,41.598,3.014,16.2,11.121,3.412,5.714
ARM,2014,-7.75,-0.666,43.631,3.005,17.6,11.61,3.607,3.02
ARM,2015,-2.662,-3.368,48.276,2.992,18.5,10.553,3.254,3.696
ARM,2016,-0.957,-3.693,56.476,2.979,18.0,10.546,0.195,-1.424
ARM,2017,-1.261,-2.633,58.093,2.969,17.8,11.527,7.518,0.939
ARM,2018,-7.228,0.559,56.069,2.963,19.0,12.458,5.225,2.514
ARM,2019,-7.057,1.431,54.152,2.962,18.3,13.619,7.631,1.456
ARM,2020,-3.998,-2.74,67.271,2.962,18.2,12.642,-7.105,1.454
ARM,2021,-3.396,-1.997,63.649,2.969,15.5,13.879,5.77,7.45
ARM,2022,0.738,0.222,49.279,2.984,13.5,19.514,12.569,8.779
ARM,2023,-2.77,0.651,50.449,3.034,12.4,24.186,8.347,2.007
ARM,2024,-4.602,-0.613,49.961,3.116,13.9,25.955,5.851,0.378
ARM,2025,-4.657,-2.129,53.439,3.106,13.5,27.859,4.8,3.33
ARM,2026,-4.717,-0.889,54.089,3.096,13.3,29.082,4.9,2.788
ARM,2027,-4.459,-0.134,53.742,3.086,13.1,31.454,5.5,2.904
ARM,2028,-4.397,0.428,53.934,3.075,12.9,33.676,4.8,3.163
ARM,2029,-4.415,0.724,53.943,3.064,12.7,35.934,4.5,2.923
ARM,2030,-4.319,0.986,53.077,3.052,12.5,38.388,4.5,3.016
ATG,1980,,,,0.068,,0.132,8.162,18.999
ATG,1981,,,,0.068,,0.149,3.814,11.465
ATG,1982,,,,0.067,,0.166,-0.084,4.17
ATG,1983,,,,0.066,,0.185,5.364,2.346
ATG,1984,,,,0.065,,0.212,10.165,3.844
ATG,1985,,,,0.064,,0.246,7.644,0.996
ATG,1986,,,,0.063,,0.298,11.494,0.5
ATG,1987,,,,0.062,,0.347,6.626,3.602
ATG,1988,,,,0.061,,0.411,5.213,6.8
ATG,1989,,,,0.06,,0.455,5.252,4.362
ATG,1990,,3.654,94.127,0.06,,0.479,3.012,6.591
ATG,1991,,-1.446,94.629,0.061,,0.504,2.177,4.518
ATG,1992,,1.784,90.779,0.062,,0.525,1.159,3.0
ATG,1993,,0.249,85.287,0.063,,0.566,5.28,3.1
ATG,1994,,-1.633,84.542,0.065,,0.625,6.676,6.485
ATG,1995,,-1.31,92.135,0.067,,0.616,-4.36,2.737
ATG,1996,,1.135,85.544,0.068,,0.679,6.605,2.965
ATG,1997,,1.601,80.647,0.07,,0.734,5.471,0.362
ATG,1998,,0.805,94.563,0.072,,0.79,4.731,3.262
ATG,1999,,-1.014,95.921,0.074,,0.836,3.708,1.135
ATG,2000,,0.022,96.424,0.076,,0.901,6.204,-0.162
ATG,2001,,-5.41,107.566,0.077,,0.878,-4.548,1.935
ATG,2002,,-5.275,114.527,0.078,,0.898,1.027,2.408
ATG,2003,,-2.959,112.979,0.078,,0.948,6.077,1.994
ATG,2004,,-0.043,107.65,0.079,,1.026,5.767,2.03
ATG,2005,,-1.157,82.823,0.08,,1.144,6.474,2.099
ATG,2006,,-3.342,79.121,0.081,,1.304,12.708,1.788
ATG,2007,,-2.216,68.652,0.082,,1.487,9.315,1.416
ATG,2008,,-2.282,66.839,0.083,,1.558,-0.014,5.334
ATG,2009,,-9.548,89.151,0.084,,1.387,-11.963,-0.55
ATG,2010,,1.598,79.398,0.085,,1.298,-7.841,3.37
ATG,2011,,-1.27,81.127,0.086,,1.287,-1.959,3.457
ATG,2012,,1.054,76.929,0.087,,1.365,3.373,3.377
ATG,2013,,-1.496,85.38,0.088,,1.325,-0.601,1.059
ATG,2014,-0.038,-0.162,91.887,0.089,,1.379,2.198,1.089
ATG,2015,2.034,-0.081,92.125,0.091,,1.437,1.422,0.969
ATG,2016,-2.388,2.31,83.061,0.092,,1.49,4.12,-0.489
ATG,2017,-7.697,-0.132,88.176,0.094,,1.535,2.713,2.432
ATG,2018,-13.994,-0.003,84.333,0.095,,1.662,6.712,1.211
ATG,2019,-6.505,-0.947,81.588,0.096,,1.726,3.172,1.431
ATG,2020,-15.566,-3.737,100.465,0.098,,1.412,-18.869,1.058
ATG,2021,-17.782,-2.279,92.951,0.099,,1.602,8.173,1.627
ATG,2022,-15.626,-0.274,82.028,0.101,,1.867,9.108,7.531
ATG,2023,-13.513,0.464,76.329,0.102,,2.006,2.427,5.067
ATG,2024,-8.215,3.932,67.58,0.104,,2.208,3.66,6.202
