metric,value
threshold,0.01
accuracy,0.7060041407867494
roc_auc,0.7648978323362597
pr_auc_ap,0.45329125122346714
precision,0.23529411764705882
recall,0.5901639344262295
f1,0.3364485981308411
balanced_accuracy,0.6564563747960531
