metric,value
threshold,0.01
accuracy,0.7598343685300207
roc_auc,0.7988633555720287
pr_auc_ap,0.4530401136580568
precision,0.2748091603053435
recall,0.631578947368421
f1,0.3829787234042553
balanced_accuracy,0.7042871262663701
